Timestamp,Z Position,Event
0.11146354675292969,0.0,
0.12223577499389648,0.0,
0.1724240779876709,-4.4903503333193484e-05,
0.2226269245147705,-7.972072522421936e-05,
0.2726175785064697,-9.420138338239736e-05,
0.32294511795043945,-9.93084711606862e-05,
0.37313175201416016,-0.00010437390576811811,
0.4227864742279053,-0.00010262706764269103,
0.47335338592529297,-0.00010562862434143616,
0.5233011245727539,-0.00010558651214964687,
0.5734939575195312,-0.0001065352163118205,
0.6235759258270264,-0.00010770721376168746,
0.6737186908721924,-0.00010791991874431472,
0.7238359451293945,-0.00010110514853556296,
0.7739596366882324,-0.00010484630618484703,
0.8243255615234375,-0.00010045294435850893,
0.8742020130157471,-0.00010310353302833697,
0.9241282939910889,-0.00010233637960577191,
0.974151611328125,-0.00010344490241653848,
1.024698257446289,-0.00010435353163434913,
1.0748693943023682,-0.00010092716977905258,
1.1251628398895264,-0.00010443069503801583,
1.1754872798919678,-9.899997368489899e-05,
1.2255699634552002,-0.00010225681127790098,
1.2757008075714111,-9.817448921328742e-05,
1.3258821964263916,-9.497495762617048e-05,
1.3759214878082275,-9.795647867794077e-05,
1.4259076118469238,-9.115610500765037e-05,
1.476099967956543,-9.05724448581613e-05,
1.5262463092803955,-8.413832847148361e-05,
1.5759639739990234,-8.780136083463841e-05,
1.626051664352417,-7.908551144714115e-05,
1.6764748096466064,-8.039299053053117e-05,
1.7266569137573242,-7.489617291983608e-05,
1.7766773700714111,-7.205781469932226e-05,
1.8269813060760498,-7.464838576914934e-05,
1.8770601749420166,-6.661030761234699e-05,
1.9271855354309082,-6.845177516623391e-05,
1.9774065017700195,-6.932184204133662e-05,
2.0274314880371094,-6.34995488784651e-05,
2.0775551795959473,-5.7619102227512986e-05,
2.127366542816162,-5.508684900967786e-05,
2.1776793003082275,-5.558451908677098e-05,
2.227827310562134,-5.2709383084714734e-05,
2.2779641151428223,-5.910472258313648e-05,
2.328165054321289,-5.42687857666424e-05,
2.3782131671905518,-5.473800345900948e-05,
2.4284653663635254,-5.345463506523096e-05,
2.478524923324585,-5.469273423169829e-05,
2.528806209564209,-5.44543032939826e-05,
2.578767776489258,-5.030615998924404e-05,
2.6288881301879883,-5.3708312679034975e-05,
2.678928852081299,-5.314700996628119e-05,
2.7293460369110107,-5.3703504827806725e-05,
2.7790849208831787,-5.102013432201069e-05,
2.829348087310791,-5.058152231757207e-05,
2.87941837310791,-5.1382456169479784e-05,
2.9296607971191406,-4.730151207582578e-05,
2.9796276092529297,-5.245075662330123e-05,
3.0298142433166504,-5.041371490177582e-05,
3.0799739360809326,-5.243668974230786e-05,
3.130048990249634,-5.4056242990541126e-05,
3.1801962852478027,-4.768399347787611e-05,
3.2303011417388916,-5.182981064566494e-05,
3.2803666591644287,-5.3712908154701644e-05,
3.3305840492248535,-5.2640051892427486e-05,
3.3808364868164062,-4.92292926673743e-05,
3.4309229850769043,-5.0379905012165604e-05,
3.4811811447143555,-4.717897241407476e-05,
3.5310401916503906,-4.895965203460806e-05,
3.5814833641052246,-4.948387935882481e-05,
3.6313650608062744,-4.99562034751988e-05,
3.681565999984741,-5.3176168094803966e-05,
3.7316718101501465,-5.0169888678397445e-05,
3.7820639610290527,-5.494016101748045e-05,
3.83196759223938,-4.948898001072566e-05,
3.8822739124298096,-4.726688974593385e-05,
3.932090997695923,-4.9332421931336246e-05,
3.982248306274414,-5.007564209569271e-05,
4.032298803329468,-4.934507892939699e-05,
4.082531213760376,-4.71394583184126e-05,
4.132656574249268,-4.9415631681482e-05,
4.18285870552063,-5.3196856586779084e-05,
4.232901096343994,-4.84505127514856e-05,
4.283010244369507,-5.106061573034726e-05,
4.333210706710815,-5.098672445413843e-05,
4.383285045623779,-4.783512149547642e-05,
4.433532238006592,-5.0019237048948284e-05,
4.483651638031006,-5.227961049869556e-05,
4.533676624298096,-5.150162920086743e-05,
4.583892107009888,-4.987674836604006e-05,
4.633958101272583,-4.943720588429512e-05,
4.684194087982178,-4.9079492466852503e-05,
4.734293699264526,-4.819348099344145e-05,
4.784419298171997,-5.050417985441591e-05,
4.8345866203308105,-4.862595607879605e-05,
4.884732007980347,-4.931546973047096e-05,
4.934842109680176,-4.972743250158951e-05,
4.984982490539551,-4.9433094795992005e-05,
5.035143852233887,-4.958596610060706e-05,
5.085282564163208,-4.449957677088445e-05,
5.13536810874939,-4.893548121831515e-05,
5.185540676116943,-4.803309380363441e-05,
5.235692262649536,-5.23703223906935e-05,
5.285802125930786,-4.700163129212065e-05,
5.335898399353027,-4.73482511703649e-05,
5.386016368865967,-5.224647513379921e-05,
5.43618631362915,-4.848780587740631e-05,
5.486354827880859,-4.942025631060609e-05,
5.53639554977417,-4.556653302778546e-05,
5.586652517318726,-4.904525280002847e-05,
5.636759996414185,-4.379541645099794e-05,
5.686938762664795,-4.13031364440708e-05,
5.7370641231536865,-4.9897225635808784e-05,
5.787140846252441,-5.084167625657443e-05,
5.837270259857178,-4.998484695489802e-05,
5.887524604797363,-4.865038281565148e-05,
5.937567234039307,-4.8190213249643676e-05,
5.987750053405762,-4.658571128202116e-05,
6.037809371948242,-4.709358357113391e-05,
6.087890863418579,-4.868031248334015e-05,
6.137993097305298,-4.3890967813153825e-05,
6.1881232261657715,-4.739436325784663e-05,
6.23818826675415,-4.954453525396474e-05,
6.288318395614624,-4.917022198752674e-05,
6.338494777679443,-4.874392756870627e-05,
6.388519525527954,-4.800306581981273e-05,
6.438638925552368,-5.2320359654522974e-05,
6.488850116729736,-4.9410111726988504e-05,
6.538947820663452,-4.619033954816887e-05,
6.589130640029907,-4.827922892808312e-05,
6.63920259475708,-5.264630756668387e-05,
6.689587593078613,-5.0522977774192235e-05,
6.7396814823150635,-4.89489538425536e-05,
6.7895827293396,-4.492645953951824e-05,
6.8396196365356445,-4.813063412456575e-05,
6.8898093700408936,-4.625147821218922e-05,
6.9398815631866455,-4.876619894783607e-05,
6.990046501159668,-4.8035326122519706e-05,
7.040181636810303,-5.1493473780528376e-05,
7.541077613830566,-4.945739911471625e-05,1
7.552011489868164,-4.7095161055887846e-05,
7.602154970169067,-4.864721133229777e-05,
7.652266025543213,-4.938825626210619e-05,
7.702466011047363,-4.758974308488595e-05,
7.752605676651001,-4.753852094085964e-05,
7.80273962020874,-4.9519578223911065e-05,
7.852771520614624,-5.35171358965747e-05,
7.902955770492554,-5.019077222834234e-05,
7.9530510902404785,-4.9161000969799584e-05,
8.003159284591675,-5.190295604162731e-05,
8.053357601165771,-4.9646999810359915e-05,
8.103354692459106,-5.089900418170368e-05,
8.153499364852905,-4.831353233059055e-05,
8.203786849975586,-5.020474881511916e-05,
8.25364875793457,-4.769928592540662e-05,
8.303760528564453,-4.885187249420442e-05,
8.35396146774292,-5.302004007079475e-05,
8.404001474380493,-4.814027498217799e-05,
8.454070329666138,-5.483765689145992e-05,
8.50415301322937,-4.6140410937756116e-05,
8.554240703582764,-4.9108719656187905e-05,
8.604429960250854,-4.2690016614277404e-05,
8.6544930934906,-4.673056695092548e-05,
8.704493045806885,-4.3768491064521964e-05,
8.75463080406189,-4.449845252652018e-05,
8.804676055908203,-3.94195794266583e-05,
8.854773759841919,-4.1405936653027275e-05,
8.904807567596436,-3.984640788973204e-05,
8.954887866973877,-4.495392797193576e-05,
9.005073070526123,-4.371154891519291e-05,
9.05514669418335,-4.119603317354059e-05,
9.105520963668823,-4.162226564036198e-05,
9.155422925949097,-3.7891607762408075e-05,
9.205538988113403,-4.4140325753672105e-05,
9.255603790283203,-4.2713907791980255e-05,
9.305779695510864,-3.9754705781602784e-05,
9.355844259262085,-4.917935951898045e-05,
9.405999660491943,-4.497794611796335e-05,
9.456188678741455,-4.276140039521925e-05,
9.506291151046753,-4.6842010032188686e-05,
9.556446313858032,-4.355837949338026e-05,
9.606554746627808,-4.58378665637027e-05,
9.656720638275146,-4.326215520983334e-05,
9.706881999969482,-4.722365011999852e-05,
9.757047414779663,-4.924560159974556e-05,
9.807087659835815,-4.629550675960825e-05,
9.857319355010986,-4.3720855883611076e-05,
9.907447099685669,-4.799402782745821e-05,
9.95752763748169,-4.5268095341277625e-05,
10.007688045501709,-4.1084906402810706e-05,
10.057772874832153,-4.296716569551773e-05,
10.107939958572388,-4.5516292598857255e-05,
10.158106327056885,-4.3002380475443136e-05,
10.208117485046387,-4.72099778620616e-05,
10.258386135101318,-4.610821779926777e-05,
10.308479309082031,-4.5784335388321384e-05,
10.358856678009033,-4.5831676324881165e-05,
10.409032344818115,-4.462113106390442e-05,
10.459182262420654,-4.470407795442721e-05,
10.509638547897339,-4.500198545531742e-05,
10.559700965881348,-4.5691099749445296e-05,
10.609853267669678,-4.4325039126769106e-05,
10.660069942474365,-3.9119946458610055e-05,
10.710137844085693,-4.1541127979549675e-05,
10.760413885116577,-3.85116562912069e-05,
10.810595989227295,-3.679015495167137e-05,
10.860573530197144,-3.706126776492624e-05,
10.910650968551636,-3.8469114526373804e-05,
