Timestamp,Torque Magnitude
0.0852818489074707,0.0013467742285105952
0.0925290584564209,0.0005628431888948507
0.12429237365722656,0.002013033429757369
0.15519499778747559,0.0036801689006482553
0.186201810836792,0.000630967342942865
0.2171781063079834,0.0019553761032182126
0.24817180633544922,0.0021039179052205178
0.2791328430175781,0.003299622550086616
0.3101058006286621,0.0013809104926139077
0.34100961685180664,0.0017528491977981103
0.37200164794921875,0.0019711733569935633
0.4028971195220947,0.0022785738129626272
0.4338719844818115,0.0007459094388125585
0.46483826637268066,0.0051333889486752955
0.48079848289489746,0.0007880414712050983
0.4969649314880371,0.004484023066377937
0.5266799926757812,0.0025920866484585347
0.5584750175476074,0.0015886978921442537
0.5886216163635254,0.001813032810929331
0.6195337772369385,0.00203296539084419
0.6507341861724854,0.002312814072416352
0.6822891235351562,0.0031636399941276623
0.7140891551971436,0.0043445424505387615
0.7451357841491699,0.0028175316571570448
0.7761313915252686,0.0021087722443960074
0.8072776794433594,0.0009690279669715902
0.8371360301971436,0.0020477242076177796
0.8677470684051514,0.0008907779725842252
0.8987405300140381,0.0016353216738009804
0.9298210144042969,0.0011714876424084551
0.9612083435058594,0.0029338497765698138
0.9922325611114502,0.001173504163610484
1.0232133865356445,0.0023186818485206595
1.054293155670166,0.001719361058559326
1.08451247215271,0.002134299247242781
1.0865414142608643,0.002009922688637563
1.0866937637329102,0.0029660830712773564
1.1160798072814941,0.0036818049290259186
1.1471054553985596,0.0012577873645353574
1.178039789199829,0.002043789394238142
1.2090179920196533,0.0016640348053245707
1.2401258945465088,0.0013145374419529618
1.2561402320861816,0.003326797825934653
1.3023700714111328,0.002555012904457317
1.3337938785552979,0.005525168592321149
1.3646931648254395,0.003224076623369637
1.3953564167022705,0.0036010759912929804
1.4265878200531006,0.0004386616469251593
1.4575998783111572,0.0005904661820574055
1.4885845184326172,0.001011585195061657
1.5195341110229492,0.0017077559786149346
1.5495545864105225,0.004003956134519122
1.5814542770385742,0.0013546110848221085
1.6124827861785889,0.000540714454428767
1.6434497833251953,0.002297819350269642
1.6729786396026611,0.001933597783743666
1.7052855491638184,0.002595064661755851
1.7362260818481445,0.003278879045830707
1.767742395401001,0.000569136720448723
1.7982585430145264,0.002893140605669937
1.8292722702026367,0.0021681634463447297
1.860206127166748,0.0008423386010892183
1.8913021087646484,0.002572249353280771
1.9220080375671387,0.001777052134548715
1.9380230903625488,0.002097269649610778
1.9541714191436768,0.002023220457911895
1.9849333763122559,0.001211227232687537
2.015883684158325,0.0028926497201252456
2.04685115814209,0.000934563394225513
2.077812671661377,0.0011838761588899437
2.109218120574951,0.0008653902845510076
2.1402487754821777,0.0010304946541414123
2.1698358058929443,0.0019750929852091377
2.201648473739624,0.0031101112708469968
2.232675313949585,0.001320180753226035
2.26322078704834,0.0021380651718194243
2.2945468425750732,0.002655025179612148
2.325446367263794,0.0026491195503235243
2.3564913272857666,0.0006708557757470219
2.38765287399292,0.0025386983268311765
2.4184153079986572,0.00043968855708905385
2.449371814727783,0.0018325520479525648
2.4803361892700195,0.0010836258765080362
2.5112991333007812,0.004187200115715744
2.5422775745391846,0.002815149403063862
2.571974992752075,0.001983369972817537
2.60433292388916,0.0018818331676363719
2.6350083351135254,0.0032235897480010736
2.6656341552734375,0.0013214714117799672
2.6820621490478516,0.0020803694134747964
2.7298803329467773,0.0023670765828789175
2.759918689727783,0.0016900645860943664
2.7907772064208984,0.0017751234482888405
2.8217365741729736,0.003278450002972857
2.8526978492736816,0.0027849488793987567
2.883711814880371,0.001664985594512539
2.9146475791931152,0.003960373903469994
2.9456653594970703,0.002046382506380226
2.9765560626983643,0.0012616626864298507
3.0075809955596924,0.002864644390056553
3.038471221923828,0.003747049342494126
3.0693795680999756,0.0015655200484778395
3.1004414558410645,0.00040885600896400573
3.131502866744995,0.00387637277057255
3.1624624729156494,0.003615119818058894
3.1933391094207764,0.0016427771472910754
3.2242536544799805,0.0012534292171833788
3.255241632461548,0.0027791914313023357
3.286224365234375,0.0015734751839575286
3.318154811859131,0.0013549378435973353
3.3491125106811523,0.0015172115357724835
3.380032539367676,0.003255160405539626
3.411006450653076,0.002003365711361842
3.4419662952423096,0.0024618415884705707
3.4729270935058594,0.0018056417311831453
3.5038344860076904,0.0009350212819921138
3.534550905227661,0.0009039330041173801
3.566218852996826,0.0017407353163275182
3.596092462539673,0.001457677109534049
3.627739191055298,0.002048568347308858
3.6587631702423096,0.0016572520408583175
3.6896798610687256,0.001214029544394169
3.7206006050109863,0.0026047975535783167
3.7516684532165527,0.00406681488016468
3.7825262546539307,0.0027715915370822926
3.813563823699951,0.002404547938240316
3.844578266143799,0.004454327284323493
3.875485897064209,0.0008461227782551478
3.9064226150512695,0.001040682100660369
3.937326669692993,0.003386157183574548
3.9684319496154785,0.0008489017212623542
3.999518632888794,0.001409972474792481
4.031230449676514,0.001490677358998979
4.062175273895264,0.003184585284448544
4.093179941177368,0.0017855856033114524
4.12421178817749,0.0018126673934082422
4.155021905899048,0.0012047485803203858
4.185971021652222,0.002535108678332442
4.216938734054565,0.004340346924074718
4.248040676116943,0.003597840696212476
4.278813362121582,0.0010283266171906068
4.3097710609436035,0.00274770943741978
4.340807914733887,0.0019170066802037234
4.37171745300293,0.00046348968029852577
4.4026243686676025,0.0030271511833943844
4.434077739715576,0.0014719734132207969
4.46509313583374,0.0017480723752101458
4.496118068695068,0.003835651882079432
4.526519060134888,0.004269864929593134
4.557403802871704,0.0014791073113695756
4.588167190551758,0.0029296560331976084
4.618232250213623,0.0021473529115200955
4.6500420570373535,0.0021307335601570845
4.681184768676758,0.002428537662745638
4.713273048400879,0.0013046694448476377
4.744324207305908,0.0026902915294524875
4.775234222412109,0.0021127717961292834
