Tx,Ty,Tz,Torque Magnitude,Timestamp
0.0022917887568473794,-0.0004689598083496005,-0.00046755194664002686,0.0023855447660159784,0.11250138282775879
0.001046677529811857,-0.0006920003890991122,-0.00024057745933533936,0.0012776055353146448,0.14329314231872559
0.0004617175459861733,0.0019580817222595304,-4.158735275269776e-05,0.002012211875332049,0.17437458038330078
0.0008948048949241616,0.0019820427894592374,-0.00010658621788026124,0.0021772758302680928,0.20520830154418945
-0.0004282394051551841,0.00211597442626954,-0.00030858635902406006,0.0021808168886291446,0.2362661361694336
0.0011638006567954995,-0.0030379199981689364,0.00022642493247984619,0.0032610823562248302,0.26653361320495605
-0.0018921890854835532,-0.004107048511505118,-0.00021858334541322022,0.0045272514498281985,0.29818058013916016
0.0008517703413963296,-0.002674987316131583,-0.0004545581340789917,0.00284388694451883,0.3291940689086914
0.00015576690435409324,0.003161022663116464,9.541392326353759e-05,0.0031662961677613954,0.3600907325744629
0.001725693643093107,0.0015660619735717862,-0.0002765786647796753,0.002346713534432958,0.39107346534729004
0.0004637143015861489,0.000625023841857919,-3.0560493469250494e-05,0.000778857946064266,0.422044038772583
-0.000182251036167147,0.0008400774002075284,-0.0005195868015289429,0.001004448068765387,0.45404624938964844
6.475061178207175e-05,-0.00154690980911254,-0.00035558462142945557,0.001588572636756619,0.4849095344543457
-0.0018682280182838462,-0.0038499736785888583,-0.0003515613079071167,0.004293735973175944,0.5158519744873047
-0.00015826016664505227,-0.0013709568977355868,-0.000274552106857312,0.0014071062345022472,0.546844482421875
0.0002997419238090493,-0.000658860206603995,0.0002624261379241821,0.0007699412124317095,0.5777528285980225
-0.0007023015618324302,0.00225407838821412,-0.0002275836467743042,0.0023718961149774937,0.6087820529937744
-0.0008072653412818931,0.0006120896339416593,-0.0005955827236175659,0.0011751807656209846,0.6396980285644531
-0.000327209532260897,0.0030901527404785245,-0.0004985761642456177,0.003147171464830476,0.6706345081329346
4.877656698226707e-05,-0.0009080076217651278,-0.0003395807743072632,0.0009706554985932236,0.7016558647155762
-0.00015328317880630715,-0.0031429433822631747,0.00011341452598570556,0.003148722231591954,0.7326631546020508
-0.0011172690987586997,0.00025803804397583896,-0.00016756176948548585,0.0011588575485248656,0.7636287212371826
0.0013627609610557534,0.0002520179748535245,0.00033341526985167236,0.001425410901739262,0.7945208549499512
-0.002026299536228182,0.001744101047515878,-0.00097958564758302,0.0028473437297620347,0.8245508670806885
0.0007118186354637124,0.0022389984130859464,-0.0005435776710510376,0.0024114884092734257,0.8563632965087891
-0.0005972781777381919,0.0018910861015319913,0.0001494157314300415,0.0019887867974744036,0.8868820667266846
0.0008257827162742593,-0.0011359357833862216,-0.0007015895843505981,0.0015698710594643777,0.9183468818664551
0.0004907748103141762,-0.000635972023010245,-0.000515563488006604,0.0009545292235736919,0.9489004611968994
-0.0011251965165138267,-0.0023929381370544345,-0.00011558651924134522,0.0026468056921456714,0.9801762104034424
-0.0012182989716529868,0.0017150139808654874,-0.0004665684700012329,0.00215481123908664,1.0112192630767822
0.002669771611690519,0.0014700984954834073,-1.5628337860229546e-06,0.0030477651627808552,1.0421984195709229
-0.0011381903290748618,0.0002380704879760831,-0.00021157979965211182,0.0011819140383570797,1.07320237159729
0.0008277794718742348,0.000578174591064462,-8.155226707459717e-05,0.0010129933287410886,1.1040716171264648
-0.00010118871927261575,0.0022251105308532804,-1.8579959869396978e-05,0.00222748765346319,1.1360938549041748
