4.534472489371694226e-01,3.079248203160070418e-02,3.688285158908833350e-01
4.534470714132429192e-01,3.078696680638234526e-02,3.688290938451916356e-01
4.534470714132429192e-01,3.078696680638234526e-02,3.688290938451916356e-01
4.534470714132429192e-01,3.078696680638234526e-02,3.688290938451916356e-01
4.534548808041956591e-01,3.079578665726736761e-02,3.687114320792057587e-01
4.534698996702262175e-01,3.077161585194029825e-02,3.685898486409517338e-01
4.534863526411032630e-01,3.074542242608725717e-02,3.684799430028104505e-01
4.535031298209759587e-01,3.074545666873022831e-02,3.683727183201165323e-01
4.535118040991262811e-01,3.078999286601577859e-02,3.682465542848858409e-01
4.535219918004394501e-01,3.075910416077003856e-02,3.680596505613245584e-01
4.537006766579780304e-01,3.086463553552300232e-02,3.680062241984529692e-01
4.537441328942672936e-01,3.075469978859796463e-02,3.676187130283653515e-01
4.537928304948419811e-01,3.076976411967629471e-02,3.672588426501457448e-01
4.538796352581139226e-01,3.070693491376005196e-02,3.667114448094885293e-01
4.539113273027203244e-01,3.070590939598386027e-02,3.663804532566580230e-01
4.539278091624701639e-01,3.074783215828436750e-02,3.661057635503628949e-01
4.539526194048867369e-01,3.087154971745183912e-02,3.657419269760146530e-01
4.539663513598206634e-01,3.084337524574260608e-02,3.652858099833975469e-01
4.540260943475455391e-01,3.077597982671721050e-02,3.646846619319107363e-01
4.541110045961036512e-01,3.065908106428688260e-02,3.641780013724319476e-01
4.542310639122695282e-01,3.069391777416333525e-02,3.636307134099163174e-01
4.543436843289674343e-01,3.067128623471469806e-02,3.631513557504176259e-01
4.544302513293024814e-01,3.063612427169044861e-02,3.626292202812256837e-01
4.544890658669728523e-01,3.061571247442516561e-02,3.622568223272890076e-01
4.545144728422270131e-01,3.062581226087481706e-02,3.620038764362568107e-01
4.546001939052246588e-01,3.059741532679660300e-02,3.618381168693613481e-01
4.548770836823490260e-01,3.057193468382933543e-02,3.617554409101624846e-01
4.554397290601594483e-01,3.056113599629779048e-02,3.618845539236202336e-01
4.561575340153531388e-01,3.043472634905435709e-02,3.619233445697686014e-01
4.568012223750137490e-01,3.025991985754571123e-02,3.615922623160890415e-01
4.575216856739057758e-01,2.999864487281860351e-02,3.612012924256198798e-01
4.584194165412793232e-01,2.964617058437084285e-02,3.606978060341242687e-01
4.594598772470276926e-01,2.931435295140187233e-02,3.600911005592601910e-01
4.604882193627017894e-01,2.915475638470199291e-02,3.594196104917820600e-01
4.616044162435078424e-01,2.887508756377444794e-02,3.588105054409893580e-01
4.628882084874324510e-01,2.836305106648113680e-02,3.582684742634513198e-01
4.643118188334814933e-01,2.783631791045578299e-02,3.577975307716312892e-01
4.657916593739546141e-01,2.726996233948135104e-02,3.573519233464507172e-01
4.670228729854228322e-01,2.668869487368188617e-02,3.569928755133118248e-01
4.690040477548027553e-01,2.606851799485006976e-02,3.561917666079892353e-01
4.706390700423205842e-01,2.570383670550612995e-02,3.553497767346203706e-01
4.718407578730211549e-01,2.542831098362524286e-02,3.547064416497895945e-01
4.733466853677062991e-01,2.504039520226464949e-02,3.536105880029695170e-01
4.748082708279934838e-01,2.465417902547184167e-02,3.523937491680972922e-01
4.762255458136622766e-01,2.422445365618777768e-02,3.510964688688402724e-01
4.776079264134343028e-01,2.369817078984176595e-02,3.497177093194752118e-01
4.789795531573309839e-01,2.301745608199436133e-02,3.483585416138593738e-01
4.804324568908953097e-01,2.216330878852446756e-02,3.469461143900809397e-01
4.819144168626376956e-01,2.119652523357192994e-02,3.456046973061345229e-01
4.836038797293861768e-01,2.004350836565469904e-02,3.443412650285128107e-01
4.854394371253792917e-01,1.852186916284322138e-02,3.432828636056293181e-01
4.873836662745265058e-01,1.686163913349783897e-02,3.423361031961645318e-01
4.894843485955424067e-01,1.504983596861507282e-02,3.413759677446698837e-01
4.919248257138543745e-01,1.315543022234436088e-02,3.405100177394885241e-01
4.947943555260982396e-01,1.132780425157203091e-02,3.399097166691922300e-01
4.983184831189075292e-01,9.352692465804727379e-03,3.394663817818021623e-01
5.023461425790241019e-01,7.634976233478659932e-03,3.389222156768267324e-01
5.065341504297842246e-01,6.130474179447919537e-03,3.383418677476680014e-01
5.097762526763764956e-01,5.111852065482940313e-03,3.378032785871665777e-01
5.133647528093606693e-01,3.729883042822929907e-03,3.370936581719672920e-01
5.165348718424710439e-01,2.166676919778334418e-03,3.363395168487530729e-01
5.196266757130687530e-01,5.091148714100882577e-04,3.355881512620077500e-01
5.226575169002213306e-01,-1.063938638471245658e-03,3.346443551422052520e-01
5.257056085833976544e-01,-2.646344420803300318e-03,3.335281125114050171e-01
5.287444644270826721e-01,-4.383741014801550637e-03,3.322845162984920386e-01
5.320106688012939955e-01,-6.079025347957178749e-03,3.311562129877197447e-01
5.358618999283621953e-01,-7.594495741029268915e-03,3.300768117051565143e-01
5.400603682155117324e-01,-8.940449585359092413e-03,3.290453603394841720e-01
5.445454932299945705e-01,-1.035924689226137667e-02,3.278060118503201004e-01
5.489869311001467356e-01,-1.162863677655347205e-02,3.267909388798270198e-01
5.534041247142160724e-01,-1.291526658423964961e-02,3.260069268852555657e-01
5.575784311163283213e-01,-1.422064613372329284e-02,3.253789154367957015e-01
5.618781487059738566e-01,-1.555478020132398595e-02,3.252744472526097885e-01
5.661494034656077146e-01,-1.673486153562903089e-02,3.253658639704190003e-01
5.710188238142739348e-01,-1.792458263999224116e-02,3.259038993372989079e-01
5.761205426933514451e-01,-1.878057915607479408e-02,3.262036620722380542e-01
5.810556978311650633e-01,-1.948121036870618938e-02,3.264666223600970474e-01
5.855507224029256053e-01,-2.011393425557632744e-02,3.263169607378368919e-01
5.892809623747075065e-01,-2.069647098230273721e-02,3.259869760594847898e-01
5.916857906481155505e-01,-2.143295691143524279e-02,3.254755335707590347e-01
5.928717954313461602e-01,-2.228263143487592066e-02,3.253809435734194566e-01
5.939248498026015177e-01,-2.381294351966170217e-02,3.254099425608545371e-01
5.943413527075516178e-01,-2.475215191538200285e-02,3.254248180200098872e-01
5.947269432113093668e-01,-2.604303507211368565e-02,3.255963328578924121e-01
5.951876274976360959e-01,-2.748654522927078056e-02,3.255777515364468577e-01
5.959226122620083776e-01,-2.880200481339091276e-02,3.258522035754769508e-01
5.968384130381366726e-01,-2.998221926043354718e-02,3.262862427893853390e-01
5.978882654297141830e-01,-3.106291342701723510e-02,3.271393426380190261e-01
5.993581643819252402e-01,-3.215800723968557234e-02,3.283862434688936127e-01
6.009873920928004987e-01,-3.274853659384960314e-02,3.299230866232790160e-01
6.025746912099144703e-01,-3.354908457756763246e-02,3.313287545971927428e-01
6.041610212946300074e-01,-3.448595196291683734e-02,3.327866788596430814e-01
6.057314315151066664e-01,-3.533719176561125191e-02,3.341548288641233988e-01
6.071884016934377959e-01,-3.612031178620991878e-02,3.350603519426926802e-01
6.084288816142569001e-01,-3.696515258928519815e-02,3.352382054626918961e-01
6.092556628167469235e-01,-3.757329820969930456e-02,3.349631347203054776e-01
6.096520148827493379e-01,-3.815114432795500138e-02,3.342736380234670457e-01
6.100579707414908182e-01,-3.877961528559847881e-02,3.336428925993365491e-01
6.105412949065279760e-01,-3.918875244839742367e-02,3.334143399688648257e-01
6.107678623014201058e-01,-3.937288091899773107e-02,3.332421706174332199e-01
6.107000916759909304e-01,-3.930988731866034980e-02,3.332444729727891963e-01
6.104632589937798448e-01,-3.920721515057667972e-02,3.334270163988675706e-01
6.100666836331154474e-01,-3.896403346721191707e-02,3.335745977550537700e-01
6.095363944017806457e-01,-3.878046109226827853e-02,3.338584482354580163e-01
6.090017447014989260e-01,-3.860290301521803608e-02,3.341551533819047126e-01
6.084375512159401200e-01,-3.838339996422170108e-02,3.343334542701307255e-01
6.078441953121173080e-01,-3.778993659192970284e-02,3.344149459754399145e-01
6.072354057258040338e-01,-3.702772351059081118e-02,3.343551896599669671e-01
6.065705740699205428e-01,-3.623933007501755482e-02,3.342067634841102697e-01
6.059561205261478900e-01,-3.501972196746645088e-02,3.343375723631314411e-01
6.053038925548568372e-01,-3.363259750127852582e-02,3.348379204354012262e-01
6.047301694625284441e-01,-3.244614232468610859e-02,3.352031496469493610e-01
6.042022392858755753e-01,-3.142830462064748892e-02,3.356766695686704272e-01
6.034471117178634714e-01,-2.980511938765268223e-02,3.365661718805967872e-01
6.028769747030011672e-01,-2.804305907912347379e-02,3.375793924945312829e-01
6.023264522639717455e-01,-2.590901889293992927e-02,3.387473120848379371e-01
6.018159095211168541e-01,-2.370301076825653483e-02,3.397930729704418673e-01
6.012782847225428551e-01,-2.133308825085027116e-02,3.408779486075183551e-01
6.009028069503045133e-01,-1.851277518752466114e-02,3.418408175111068981e-01
6.008997245693888933e-01,-1.539728314533837100e-02,3.428454150979952098e-01
6.009785866402677090e-01,-1.274581408527539553e-02,3.436827074939978188e-01
6.010778887565326745e-01,-8.957868765147989146e-03,3.449331003942430196e-01
6.011203970157963372e-01,-5.685052192154608532e-03,3.458684289106049858e-01
6.010845486315191666e-01,-3.471844182761057128e-03,3.461884461294408855e-01
6.008124584198457629e-01,-2.206033243338748496e-03,3.462557765799078591e-01
6.003980893309481814e-01,-2.083216552805894524e-03,3.461154375821203222e-01
5.999313479707514274e-01,-2.137898888577560979e-03,3.457451140390631061e-01
5.993847582730310597e-01,-2.096148794717125809e-03,3.455856284398958755e-01
5.987423770836199921e-01,-2.092223032657217034e-03,3.452038970306275378e-01
5.980153283834418465e-01,-2.085434810842443261e-03,3.445401502072260036e-01
5.971419929821503159e-01,-2.048283427476955010e-03,3.434272072285889377e-01
5.963504797820643466e-01,-2.132402366405960516e-03,3.423611012962589628e-01
5.957234999445978341e-01,-2.308422996324821768e-03,3.413544222421531771e-01
5.952324477554601367e-01,-2.415068838866240176e-03,3.409023651216666617e-01
5.948349857195173174e-01,-2.929454027968166150e-03,3.408308030635486818e-01
5.944090921710890596e-01,-3.386475270396256069e-03,3.408735575103001292e-01
5.938498993262671943e-01,-3.928320064221884657e-03,3.409521093978566397e-01
5.933838039132831588e-01,-4.905560739170732217e-03,3.412482644021097578e-01
5.930157768219510572e-01,-6.069072357400614320e-03,3.414960375599555009e-01
5.926381849891891873e-01,-6.722404423367198470e-03,3.415646189154181167e-01
5.920826431208698892e-01,-7.238158220280534877e-03,3.413445685779306071e-01
5.913771788925111794e-01,-7.599436876199728436e-03,3.407699182556382378e-01
5.906881050423407054e-01,-7.937878487140658315e-03,3.398478397077797086e-01
5.898700398770815312e-01,-8.384250567242367003e-03,3.387173319555525919e-01
5.891526632393447871e-01,-8.723056041349553855e-03,3.376387893898288306e-01
5.884922721157385128e-01,-9.232603322163286316e-03,3.368029138275507872e-01
5.879749840067881594e-01,-9.346846979050211363e-03,3.360572271698612501e-01
5.874606365133454577e-01,-9.420694210298591331e-03,3.355201164994435215e-01
5.868437811940852011e-01,-9.585050587569992134e-03,3.350287134880722273e-01
5.862871836694579786e-01,-9.690148810948304159e-03,3.345954482176182743e-01
5.857833078555443329e-01,-9.919368663521964391e-03,3.341963565228712185e-01
5.853249707709750060e-01,-1.024614355921181323e-02,3.340326237534181897e-01
5.849404463732859050e-01,-1.033227514784658407e-02,3.339120946474238294e-01
5.845708346337605832e-01,-1.017254845890551603e-02,3.336078650569702653e-01
5.841904217463073090e-01,-1.004206992812522667e-02,3.330684969111184501e-01
5.837706825380485354e-01,-9.835446368951440005e-03,3.324248786268100275e-01
5.832698862683335372e-01,-9.598114242895305903e-03,3.318157974509831076e-01
5.827080819431209591e-01,-9.369295824345697313e-03,3.313055601447597032e-01
5.823031034906784864e-01,-9.072196743128840835e-03,3.309101310191882583e-01
5.819471215583369439e-01,-8.714238389578771171e-03,3.304653068206112598e-01
5.818513191029831555e-01,-8.441434397137567019e-03,3.303141493818352870e-01
