Timestamp,X_Offset,Y_Offset,Z_Offset
0.0007183551788330078,0.0,0.0,0.0
1.0020201206207275,6.422597376154471e-08,-1.1358974434487468e-06,2.776133776138945e-06
1.1140556335449219,-4.774677899721524e-07,3.6507701119316976e-06,4.3755739043138675e-06
1.124798059463501,-4.774677899721524e-07,3.6507701119316976e-06,4.3755739043138675e-06
1.174971342086792,3.5921270261640714e-06,2.0139704335299033e-05,-2.5616458317889723e-05
1.2251884937286377,1.1288133803910583e-05,4.357634885643509e-05,-0.00014988111527275416
1.2757983207702637,1.2027644716083863e-05,3.6632827731914244e-05,-0.00015536770533508548
1.3254554271697998,1.1818196970603267e-05,4.351321078411956e-05,-0.0001657109466374762
1.3756413459777832,1.2032675708817386e-05,4.076330840501602e-05,-0.00016212968007234263
1.425790786743164,1.1710723764490893e-05,3.934870757351175e-05,-0.000166912324679247
1.4759387969970703,1.1858114568830125e-05,4.2158498677889386e-05,-0.00016281296700060288
1.5260536670684814,1.2633100571091127e-05,4.497199883821655e-05,-0.0001674698381116113
1.5762665271759033,1.2981844328185943e-05,4.837068475235275e-05,-0.0001616893096220151
1.6277976036071777,1.2597642413236798e-05,4.4985564018754434e-05,-0.00016685805408489518
1.6794476509094238,1.1739587010173302e-05,4.667249777713135e-05,-0.0001620629573518828
1.7281761169433594,1.2753490732042572e-05,4.775155340012993e-05,-0.00016537792660498152
1.7782154083251953,1.1838727965507445e-05,5.427572986596574e-05,-0.00016258158545523482
1.8284616470336914,1.1941549890481795e-05,5.514335268682995e-05,-0.00015697356487370806
1.8785724639892578,1.231709391147362e-05,6.089564463709722e-05,-0.00016150848212326263
1.92848801612854,1.2025609128496484e-05,6.299658136841614e-05,-0.00015639848555809577
1.9787874221801758,1.2056222693401786e-05,6.52139276120494e-05,-0.00015355576124886916
2.030449867248535,1.160888663309656e-05,7.228383423973396e-05,-0.0001464051343509909
2.0817477703094482,1.181339517919433e-05,8.313113822114651e-05,-0.00014429578397995302
2.130681037902832,1.1169374899089313e-05,9.269789247003286e-05,-0.00014342190449284642
2.1809496879577637,1.0632252227416039e-05,0.0001004488185739616,-0.00013702033166251848
2.2310032844543457,9.48034796333097e-06,0.00011794902853341956,-0.00012571192827842692
2.281097650527954,4.901453232730724e-06,0.0001642188382105312,-0.00011017323049855587
2.3312783241271973,-1.0761630101940867e-05,0.00020968001826638695,-5.4374596203221603e-05
2.3815674781799316,-9.682664855237277e-06,0.0002360912842302946,-4.448975789883569e-05
2.431567907333374,-9.081427125634534e-06,0.0002619093794108251,-4.383813849162532e-05
2.481698513031006,-7.565947638399351e-06,0.0003202229374492348,-4.1047025906126855e-05
2.5318830013275146,-5.846807062948045e-06,0.0003876751611751727,-3.733890567991782e-05
2.581942558288574,-4.8022997083396746e-06,0.0004061063320240643,-3.4091721631379635e-05
2.632451295852661,-1.219515477712818e-06,0.0004630629492143358,-1.94317212542372e-05
2.682217836380005,2.6422623203847806e-06,0.0005405599613617779,-3.850712962494285e-06
2.7333874702453613,9.307276255920982e-06,0.0007106850543379638,1.2878724629572513e-05
2.7825963497161865,1.2358148464564067e-05,0.0008380218515991796,2.330610579637238e-05
2.832704544067383,-7.603105358744422e-06,0.0008418007336751677,9.287678229313867e-05
2.8830020427703857,-6.0460671928996845e-06,0.0009097912755141879,0.0001056650800520531
2.9330008029937744,-5.137965678359002e-06,0.0009674461351141007,9.863003472221354e-05
2.983109712600708,-3.358549832577218e-06,0.0010228256603162077,0.00010384490654119505
3.0332725048065186,-3.1309521586475597e-06,0.0010752220796497423,0.00010232873522703079
