Timestamp,X,Y,Z
0.0006532669067382812,0.7738314613182135,-0.01377509521886297,0.4131566197569544
1.0020029544830322,0.7738310830881024,-0.013777153991166462,0.41315322985081543
1.1135601997375488,0.7738320530978168,-0.013771077166875147,0.4131563100714799
1.1239738464355469,0.7738310066256047,-0.013776266671571155,0.4131530753103907
1.1740052700042725,0.7738021501962834,-0.013758896474292641,0.41304286689803305
1.224747657775879,0.7737877453758901,-0.013756665892308388,0.4129639942969055
1.2741904258728027,0.7737887386677083,-0.013756798286710979,0.41297065670439703
1.3243467807769775,0.7737883789161645,-0.013753045972760706,0.4129663763348102
1.3759353160858154,0.7737880495945213,-0.013750163119801036,0.41297008767813365
1.4274160861968994,0.773788534384191,-0.01375249088193546,0.4129676060227164
1.4763731956481934,0.7737886218513242,-0.013750344036458096,0.4129650492812365
1.5264525413513184,0.7737889354275417,-0.013751481714523797,0.4129655728618293
1.5766737461090088,0.7737889965607133,-0.013746888441985537,0.41296376993537803
1.6267969608306885,0.773788536971403,-0.013743599188367374,0.41296154817533953
1.6770105361938477,0.7737892625649566,-0.01374123353855625,0.4129647536293389
1.7271161079406738,0.7737889856778546,-0.013739814735301094,0.412962515571529
1.7773246765136719,0.7737884477779611,-0.013728584249434512,0.41296241467376266
1.8275294303894043,0.7737879260491982,-0.013726492281143072,0.41296494004963846
1.87766695022583,0.7737889457663432,-0.013720416651926066,0.4129657774688946
1.9279799461364746,0.7737885680452277,-0.0137173633343648,0.41296256614659904
1.978118896484375,0.7737877997433128,-0.013705548742280168,0.4129652062129174
2.028333902359009,0.7737897326350024,-0.013690273956746024,0.4129722623212381
2.078477144241333,0.7737875749528276,-0.013621930942091107,0.41297773901630663
2.1284749507904053,0.7737795446478699,-0.013599374195453786,0.4130061920152752
2.1783933639526367,0.7737744329809485,-0.013596417044053411,0.41303061229101495
2.228508472442627,0.7737764575767327,-0.013573459430143877,0.4130210369598528
