Fx,Fy,Fz,F_magnitude,Tx,Ty,Tz,T_magnitude
-0.05846532821655259,-0.10467720985412599,-0.0665049839019769,0.137107351189191,-0.0022988206148147616,0.0012203387916088215,1.549139618872708e-05,0.0026026991698539564
-0.14378961563110337,-0.03385115623474122,-0.003605394363402681,0.1477645194567524,-0.0005228257179260287,0.003570326417684566,0.00036650314927100247,0.0036269687093448623
-0.08938964843749986,-0.05200100898742677,0.0367970180511481,0.10976627314866247,-0.0006758159399032626,0.0016643188893795124,0.00019049063324927396,0.0018063696276035238
0.08190504074096694,0.02706645965576171,0.05393454551696841,0.10173477349067214,0.0003142172098159757,-0.0013866938650607952,-0.0005955009162426084,0.0015415166789845543
0.09231248855590835,-0.0037229156494140714,-0.0288615512847894,0.0967907267607899,-0.0006287878751754794,-0.0029016949236392864,-0.00012750014662743503,0.002971777903752519
-0.007325496673583842,-0.06263543128967286,0.014731855392456694,0.06476023253249075,-0.0013238376379013095,-0.0010106928646564373,3.495961427679717e-06,0.0016655504735485676
0.1257521247863771,-0.14408398628234864,-0.007122545242308931,0.1913753449168135,-0.0030608063936233554,-0.0037706859409809,5.149260163306302e-05,0.004856877570289328
-0.08481439590454087,-0.03231335639953614,-0.04661515235900815,0.10203238301592875,-0.0001468247175216708,0.0020033352077007405,3.648713231085843e-05,0.002009039761406667
-0.13333829879760728,0.052723398208618155,-0.02588894844055112,0.1457020806174779,0.001016196012496945,0.0030683360993862263,-0.00033650383353234226,0.003249703922604848
-0.09905227661132798,0.006283273696899405,-0.04628232002258237,0.1095120366759285,-5.180001258850431e-05,0.00392931029200555,-0.0007954894006252378,0.0040093597991040925
0.07281652450561538,-0.00491596221923829,-0.04912331581115659,0.08797450245327046,-0.000360820293426517,-0.0008326686918735393,-0.00041749164462090427,0.0009989132634533673
0.008861694335937642,-0.0349011516571045,-0.04797890663146909,0.05998829465026512,-0.000884804725646976,-0.0012256868183612712,0.00018849387764929837,0.0015233901408185184
-0.09648260116577134,0.013287534713745108,-0.06768849372863706,0.118605156252728,0.0001731777191162076,0.002170332521200191,-0.000681510418653497,0.0022814009348886347
0.011619243621826314,0.03314422607421874,-0.048996477127074556,0.060284337230048515,0.0014461839199066129,0.0001743219792842976,0.0004485042393207461,0.001524136521229884
0.024500522613525533,-0.01880932807922364,0.013395757675171538,0.03366768116190458,-2.9820799827579014e-05,-0.0011347003281116375,-0.00029850587248803073,0.0011736864447665972
-0.04089149475097642,0.021099557876586905,0.05568549156189029,0.07223696876285665,0.0008271896839141812,0.0002073131501674763,0.0002034844458103091,0.0008767139984585247
-0.1823213958740233,0.03430985450744628,0.016007871627808257,0.18621092734806635,0.0015262031555175748,0.0038463257253170124,-0.0003475008904934018,0.004152622608188824
-0.10611757278442369,-0.027629861831665048,0.016195745468140288,0.11084516538741393,-0.0006547904014587436,0.0026103340089321247,-0.0005035011470317929,0.002737902027665068
