,Timestamp
931,29.11
932,29.14
933,29.17
934,29.2
935,29.23
936,29.27
937,29.3
938,29.33
939,29.36
940,29.39
941,29.42
942,29.45
943,29.48
944,29.51
945,29.54
946,29.57
947,29.61
948,29.64
949,29.67
950,29.7
951,29.73
952,29.76
953,29.79
954,29.82
955,29.85
956,29.89
957,29.9
958,29.95
959,29.98
960,30.01
961,30.04
962,30.07
963,30.1
964,30.13
965,30.16
966,30.2
967,30.23
968,30.26
969,30.29
970,30.32
971,30.35
972,30.38
973,30.41
974,30.44
975,30.47
976,30.51
977,30.54
978,30.57
979,30.6
980,30.63
981,30.66
982,30.68
983,30.72
984,30.75
985,30.79
986,30.82
987,30.85
988,30.88
989,30.91
990,30.94
991,30.97
992,31.0
993,31.03
994,31.06
995,31.09
996,31.13
997,31.16
998,31.19
999,31.22
1000,31.25
1001,31.28
1002,31.31
1003,31.34
1004,31.37
1005,31.4
1006,31.44
1007,31.47
1008,31.5
1009,31.53
1010,31.56
1011,31.59
1012,31.62
1013,31.65
1014,31.68
1015,31.72
1016,31.75
1017,31.78
1018,31.81
1019,31.84
1020,31.87
1021,31.9
1022,31.93
1023,31.96
1024,31.99
1025,32.02
1026,32.06
1027,32.09
1028,32.12
1029,32.15
1030,32.18
1031,32.21
1032,32.24
1033,32.27
1034,32.3
1035,32.32
1036,32.37
1037,32.4
1038,32.43
1039,32.46
1040,32.49
1041,32.52
1042,32.55
1043,32.58
1044,32.61
1045,32.65
1046,32.68
1047,32.71
1048,32.74
1049,32.77
1050,32.8
1051,32.83
1052,32.86
1053,32.89
1054,32.92
1055,32.95
1056,32.99
1057,33.02
1058,33.05
1059,33.08
1060,33.11
1061,33.14
1062,33.17
1063,33.2
1064,33.23
1065,33.27
1066,33.3
1067,33.33
1068,33.36
1069,33.39
1070,33.42
1071,33.45
1072,33.48
1073,33.51
1074,33.54
1075,33.58
1076,33.61
1077,33.64
1078,33.67
1079,33.7
1080,33.73
1081,33.76
1082,33.79
1083,33.82
1084,33.85
1085,33.87
1086,33.92
1087,33.95
1088,33.98
1089,34.01
1090,34.04
1091,34.07
1092,34.1
1093,34.13
1094,34.16
1095,34.2
1096,34.23
1097,34.26
1098,34.29
1099,34.32
1100,34.35
1101,34.38
1102,34.41
1103,34.44
1104,34.47
1105,34.5
1106,34.54
1107,34.57
1108,34.6
1109,34.63
1110,34.66
1111,34.69
1112,34.71
1113,34.75
1114,34.78
1115,34.82
1116,34.85
1117,34.88
1118,34.91
1119,34.94
1120,34.97
1121,35.0
1122,35.03
1123,35.06
1124,35.09
1125,35.13
1126,35.16
1127,35.19
1128,35.22
1129,35.25
1130,35.28
1131,35.31
1132,35.34
1133,35.37
1134,35.4
1135,35.43
1136,35.47
1137,35.48
1138,35.5
1139,35.53
1140,35.56
1141,35.59
1142,35.62
1143,35.65
1144,35.68
1145,35.71
1146,35.75
1147,35.78
1148,35.81
1149,35.84
1150,35.87
1151,35.9
1152,35.93
1153,35.96
1154,35.99
1155,36.02
1156,36.06
1157,36.09
1158,36.12
1159,36.15
1160,36.18
1161,36.21
1162,36.24
1163,36.27
1164,36.3
1165,36.33
1166,36.37
1167,36.4
1168,36.43
1169,36.46
1170,36.49
1171,36.52
1172,36.55
1173,36.58
1174,36.61
1175,36.64
1176,36.67
1177,36.71
1178,36.74
1179,36.77
1180,36.8
1181,36.83
1182,36.86
1183,36.89
1184,36.92
1185,36.95
1186,36.99
1187,37.02
1188,37.05
1189,37.06
1190,37.11
1191,37.14
1192,37.17
1193,37.2
1194,37.23
1195,37.26
1196,37.3
1197,37.33
1198,37.36
1199,37.39
1200,37.42
1201,37.45
1202,37.48
1203,37.51
1204,37.54
1205,37.57
1206,37.61
1207,37.64
1208,37.67
1209,37.7
1210,37.73
1211,37.76
1212,37.79
1213,37.82
1214,37.85
1215,37.89
1216,37.92
1217,37.95
1218,37.98
1219,38.01
1220,38.04
1221,38.07
1222,38.1
1223,38.13
1224,38.16
1225,38.19
1226,38.23
1227,38.26
1228,38.29
1229,38.32
1230,38.35
1231,38.38
1232,38.41
1233,38.44
1234,38.47
1235,38.5
1236,38.54
1237,38.57
1238,38.6
1239,38.61
1240,38.63
1241,38.66
1242,38.69
1243,38.72
1244,38.75
1245,38.78
1246,38.81
1247,38.85
1248,38.88
1249,38.91
1250,38.94
1251,38.97
1252,39.0
1253,39.03
1254,39.06
1255,39.09
1256,39.12
1257,39.16
1258,39.19
1259,39.22
1260,39.25
1261,39.28
1262,39.31
1263,39.34
1264,39.37
1265,39.4
1266,39.44
1267,39.47
1268,39.5
1269,39.53
1270,39.56
1271,39.59
1272,39.62
1273,39.65
1274,39.68
1275,39.71
1276,39.74
1277,39.78
1278,39.81
1279,39.84
1280,39.87
1281,39.9
1282,39.93
1283,39.96
1284,39.99
1285,40.02
1286,40.05
1287,40.09
1288,40.12
1289,40.15
1290,40.18
1291,40.21
1292,40.24
1293,40.27
1294,40.3
1295,40.33
1296,40.37
1297,40.4
1298,40.43
1299,40.46
1300,40.49
1301,40.52
1302,40.55
1303,40.58
1304,40.61
1305,40.65
1306,40.67
1307,40.71
1308,40.74
1309,40.77
1310,40.8
1311,40.83
1312,40.86
1313,40.89
1314,40.92
1315,40.95
1316,40.97
1317,41.02
1318,41.05
1319,41.08
1320,41.11
1321,41.14
1322,41.17
1323,41.2
1324,41.23
1325,41.26
1326,41.29
1327,41.32
1328,41.36
1329,41.39
1330,41.42
1331,41.45
1332,41.48
1333,41.51
1334,41.54
1335,41.57
1336,41.6
1337,41.64
1338,41.67
1339,41.7
1340,41.73
1341,41.76
1342,41.79
1343,41.82
1344,41.85
1345,41.88
1346,41.92
1347,41.95
1348,41.98
1349,42.01
1350,42.04
1351,42.07
1352,42.1
1353,42.13
1354,42.16
1355,42.19
1356,42.22
1357,42.26
1358,42.29
1359,42.32
1360,42.35
1361,42.38
1362,42.41
1363,42.44
1364,42.47
1365,42.5
1366,42.53
1367,42.55
1368,42.6
1369,42.63
1370,42.66
1371,42.69
1372,42.72
1373,42.75
1374,42.78
1375,42.81
1376,42.84
1377,42.88
1378,42.91
1379,42.94
1380,42.97
1381,43.0
1382,43.03
1383,43.06
1384,43.09
1385,43.12
1386,43.16
1387,43.19
1388,43.22
1389,43.25
1390,43.28
1391,43.29
1392,43.31
1393,43.34
1394,43.37
1395,43.4
1396,43.44
1397,43.47
1398,43.5
1399,43.53
1400,43.56
1401,43.59
1402,43.62
1403,43.65
1404,43.68
1405,43.71
1406,43.74
1407,43.78
1408,43.81
1409,43.84
1410,43.87
1411,43.9
1412,43.93
1413,43.96
1414,43.99
1415,44.02
1416,44.05
1417,44.09
1418,44.12
1419,44.15
1420,44.18
1421,44.21
1422,44.24
1423,44.27
1424,44.3
1425,44.33
1426,44.36
1427,44.4
1428,44.43
1429,44.46
1430,44.49
1431,44.52
1432,44.55
1433,44.58
1434,44.61
1435,44.64
1436,44.67
1437,44.71
1438,44.74
1439,44.77
1440,44.8
1441,44.83
1442,44.85
1443,44.89
1444,44.92
1445,44.95
1446,44.99
1447,45.02
1448,45.05
1449,45.08
1450,45.11
1451,45.14
1452,45.17
1453,45.2
1454,45.23
1455,45.26
1456,45.29
1457,45.33
1458,45.36
1459,45.39
1460,45.42
1461,45.45
1462,45.48
1463,45.51
1464,45.54
1465,45.57
1466,45.6
1467,45.64
1468,45.65
1469,45.67
1470,45.7
1471,45.73
1472,45.76
1473,45.79
1474,45.82
1475,45.85
1476,45.88
1477,45.91
1478,45.95
1479,45.98
1480,46.01
1481,46.04
1482,46.07
1483,46.1
1484,46.13
1485,46.16
1486,46.19
1487,46.22
1488,46.26
1489,46.29
1490,46.32
1491,46.35
1492,46.38
1493,46.41
1494,46.44
1495,46.47
1496,46.5
1497,46.54
1498,46.57
1499,46.6
1500,46.63
1501,46.66
1502,46.69
1503,46.72
1504,46.75
1505,46.78
1506,46.81
1507,46.84
1508,46.88
1509,46.91
1510,46.94
1511,46.97
1512,47.0
1513,47.03
1514,47.06
1515,47.09
1516,47.12
1517,47.15
1518,47.19
1519,47.22
1520,47.25
1521,47.28
1522,47.31
1523,47.34
1524,47.37
1525,47.4
1526,47.43
1527,47.46
1528,47.5
1529,47.53
1530,47.56
1531,47.59
1532,47.62
1533,47.65
1534,47.68
1535,47.71
1536,47.74
1537,47.77
1538,47.81
1539,47.84
1540,47.87
1541,47.9
1542,47.93
1543,47.96
1544,47.99
1545,48.02
1546,48.05
1547,48.08
1548,48.12
1549,48.15
1550,48.18
1551,48.21
1552,48.24
1553,48.27
1554,48.3
1555,48.33
1556,48.36
1557,48.39
1558,48.43
1559,48.46
1560,48.49
1561,48.52
1562,48.55
1563,48.58
1564,48.61
1565,48.64
1566,48.67
1567,48.71
1568,48.74
1569,48.77
1570,48.8
1571,48.83
1572,48.86
1573,48.89
1574,48.92
1575,48.95
1576,48.98
1577,49.02
1578,49.05
1579,49.08
1580,49.11
1581,49.14
1582,49.17
1583,49.2
1584,49.23
1585,49.26
1586,49.29
1587,49.32
1588,49.36
1589,49.39
1590,49.4
1591,49.45
1592,49.48
1593,49.51
1594,49.54
1595,49.57
1596,49.6
1597,49.64
1598,49.67
1599,49.7
1600,49.73
1601,49.76
1602,49.79
1603,49.82
1604,49.85
1605,49.88
1606,49.91
1607,49.94
1608,49.98
1609,50.01
1610,50.04
1611,50.07
1612,50.1
1613,50.13
1614,50.15
1615,50.19
1616,50.22
1617,50.26
1618,50.29
1619,50.32
1620,50.35
1621,50.38
1622,50.41
1623,50.44
1624,50.47
1625,50.5
1626,50.53
1627,50.57
1628,50.6
1629,50.63
1630,50.66
1631,50.69
1632,50.72
1633,50.75
1634,50.78
1635,50.81
1636,50.84
1637,50.88
1638,50.91
1639,50.94
1640,50.97
1641,51.0
1642,51.03
1643,51.06
1644,51.09
1645,51.12
1646,51.15
1647,51.19
1648,51.22
1649,51.25
1650,51.28
1651,51.31
1652,51.34
1653,51.37
1654,51.4
1655,51.43
1656,51.46
1657,51.5
1658,51.53
1659,51.56
1660,51.59
1661,51.62
1662,51.65
1663,51.68
1664,51.7
1665,51.71
1666,51.74
1667,51.77
1668,51.81
1669,51.84
1670,51.87
1671,51.9
1672,51.93
1673,51.96
1674,51.99
1675,52.02
1676,52.05
1677,52.08
1678,52.11
1679,52.15
1680,52.18
1681,52.21
1682,52.24
1683,52.27
1684,52.3
1685,52.33
1686,52.36
1687,52.39
1688,52.42
1689,52.46
1690,52.49
1691,52.52
1692,52.55
1693,52.58
1694,52.61
1695,52.64
1696,52.67
1697,52.71
1698,52.74
1699,52.77
1700,52.8
1701,52.83
1702,52.86
1703,52.89
1704,52.92
1705,52.95
1706,52.98
1707,53.01
1708,53.05
1709,53.08
1710,53.11
1711,53.14
1712,53.17
1713,53.2
1714,53.23
1715,53.26
1716,53.28
1717,53.33
1718,53.36
1719,53.39
1720,53.42
1721,53.45
1722,53.48
1723,53.51
1724,53.54
1725,53.57
1726,53.6
1727,53.63
1728,53.67
1729,53.7
1730,53.73
1731,53.76
1732,53.79
1733,53.82
1734,53.85
1735,53.88
1736,53.91
1737,53.94
1738,53.98
1739,54.01
1740,54.04
1741,54.07
1742,54.1
1743,54.13
1744,54.16
1745,54.19
1746,54.22
1747,54.25
1748,54.29
1749,54.32
1750,54.35
1751,54.38
1752,54.41
1753,54.44
1754,54.47
1755,54.5
1756,54.53
1757,54.57
1758,54.6
1759,54.63
1760,54.66
1761,54.69
1762,54.72
1763,54.75
1764,54.78
1765,54.81
1766,54.84
1767,54.88
1768,54.91
1769,54.94
1770,54.97
1771,55.0
1772,55.03
1773,55.06
1774,55.09
1775,55.12
1776,55.15
1777,55.18
1778,55.22
1779,55.25
1780,55.28
1781,55.31
1782,55.34
1783,55.37
1784,55.4
1785,55.43
1786,55.46
1787,55.5
1788,55.53
1789,55.56
1790,55.59
1791,55.62
1792,55.65
1793,55.68
1794,55.71
1795,55.74
1796,55.77
1797,55.81
1798,55.84
1799,55.87
1800,55.9
1801,55.93
1802,55.96
1803,55.99
1804,56.02
1805,56.05
1806,56.08
1807,56.11
1808,56.15
1809,56.18
1810,56.21
1811,56.24
1812,56.27
1813,56.29
1814,56.33
1815,56.36
1816,56.39
1817,56.43
1818,56.46
1819,56.49
1820,56.52
1821,56.55
1822,56.58
1823,56.61
1824,56.64
1825,56.67
1826,56.7
1827,56.74
1828,56.77
1829,56.8
1830,56.83
1831,56.86
1832,56.89
1833,56.92
1834,56.95
1835,56.98
1836,57.01
1837,57.05
1838,57.08
1839,57.11
1840,57.14
1841,57.17
1842,57.2
1843,57.23
1844,57.26
1845,57.29
1846,57.32
1847,57.36
1848,57.39
1849,57.42
1850,57.45
1851,57.48
1852,57.51
1853,57.54
1854,57.57
1855,57.6
1856,57.63
1857,57.66
1858,57.7
1859,57.73
1860,57.76
1861,57.79
1862,57.82
1863,57.85
1864,57.88
1865,57.91
1866,57.94
1867,57.98
1868,58.01
1869,58.04
1870,58.07
1871,58.1
1872,58.13
1873,58.16
1874,58.19
1875,58.22
1876,58.25
1877,58.29
1878,58.32
1879,58.35
1880,58.38
1881,58.41
1882,58.44
1883,58.47
1884,58.5
1885,58.53
1886,58.56
1887,58.59
1888,58.63
1889,58.66
1890,58.69
1891,58.72
1892,58.75
1893,58.78
1894,58.81
1895,58.84
1896,58.87
1897,58.91
1898,58.94
1899,58.97
1900,59.0
1901,59.03
1902,59.06
1903,59.09
1904,59.12
1905,59.15
1906,59.18
1907,59.22
1908,59.25
1909,59.28
1910,59.31
1911,59.34
1912,59.37
1913,59.4
1914,59.43
1915,59.46
1916,59.49
1917,59.53
1918,59.56
1919,59.59
1920,59.62
1921,59.65
1922,59.68
1923,59.71
1924,59.74
1925,59.77
1926,59.8
1927,59.84
1928,59.87
1929,59.9
1930,59.93
1931,59.96
1932,59.99
1933,60.02
1934,60.05
1935,60.08
1936,60.12
1937,60.15
1938,60.18
1939,60.21
1940,60.24
1941,60.27
1942,60.3
1943,60.33
1944,60.36
1945,60.39
1946,60.42
1947,60.46
1948,60.49
1949,60.52
1950,60.55
1951,60.58
1952,60.61
1953,60.64
1954,60.67
1955,60.7
1956,60.73
1957,60.76
1958,60.8
1959,60.81
1960,60.86
1961,60.89
1962,60.92
1963,60.95
1964,60.98
1965,61.01
1966,61.04
1967,61.08
1968,61.11
1969,61.14
1970,61.17
1971,61.2
1972,61.23
1973,61.26
1974,61.29
1975,61.32
1976,61.35
1977,61.39
1978,61.42
1979,61.45
1980,61.48
1981,61.51
1982,61.54
1983,61.57
1984,61.59
1985,61.63
1986,61.67
1987,61.7
1988,61.73
1989,61.76
1990,61.79
1991,61.82
1992,61.85
1993,61.88
1994,61.91
1995,61.94
1996,61.97
1997,62.01
1998,62.04
1999,62.07
2000,62.1
2001,62.13
2002,62.16
2003,62.19
2004,62.22
2005,62.25
2006,62.29
2007,62.32
2008,62.35
2009,62.38
2010,62.41
2011,62.44
2012,62.47
2013,62.5
2014,62.53
2015,62.56
2016,62.6
2017,62.63
2018,62.66
2019,62.69
2020,62.72
2021,62.75
2022,62.78
2023,62.81
2024,62.84
2025,62.87
2026,62.9
2027,62.94
2028,62.97
2029,63.0
2030,63.03
2031,63.06
2032,63.09
2033,63.12
2034,63.15
2035,63.18
2036,63.21
2037,63.23
2038,63.28
2039,63.31
2040,63.34
2041,63.37
2042,63.4
2043,63.43
2044,63.46
2045,63.49
2046,63.53
2047,63.56
2048,63.59
2049,63.62
2050,63.65
2051,63.68
2052,63.71
2053,63.74
2054,63.77
2055,63.8
2056,63.83
2057,63.87
2058,63.9
2059,63.93
2060,63.96
2061,63.99
2062,64.02
2063,64.05
2064,64.08
2065,64.11
2066,64.15
2067,64.18
2068,64.21
2069,64.24
2070,64.27
2071,64.3
2072,64.33
2073,64.36
2074,64.39
2075,64.42
2076,64.46
2077,64.49
2078,64.52
2079,64.55
2080,64.58
2081,64.61
2082,64.64
2083,64.67
2084,64.7
2085,64.73
2086,64.77
2087,64.8
2088,64.83
2089,64.86
2090,64.89
2091,64.92
2092,64.95
2093,64.98
2094,65.01
2095,65.04
2096,65.08
2097,65.11
2098,65.14
2099,65.17
2100,65.2
2101,65.23
2102,65.26
2103,65.29
2104,65.32
2105,65.35
2106,65.38
2107,65.42
2108,65.45
2109,65.46
2110,65.51
2111,65.54
2112,65.57
2113,65.6
2114,65.63
2115,65.66
2116,65.7
2117,65.73
2118,65.76
2119,65.79
2120,65.82
2121,65.85
2122,65.88
2123,65.91
2124,65.94
2125,65.97
2126,66.01
2127,66.04
2128,66.07
2129,66.1
2130,66.13
2131,66.16
2132,66.19
2133,66.22
2134,66.24
2135,66.25
2136,66.28
2137,66.32
2138,66.35
2139,66.38
