,Timestamp
2140,66.41
2141,66.44
2142,66.47
2143,66.5
2144,66.53
2145,66.56
2146,66.59
2147,66.63
2148,66.66
2149,66.69
2150,66.72
2151,66.75
2152,66.78
2153,66.81
2154,66.84
2155,66.87
2156,66.9
2157,66.93
2158,66.97
2159,67.0
2160,67.03
2161,67.06
2162,67.09
2163,67.12
2164,67.15
2165,67.18
2166,67.21
2167,67.25
2168,67.28
2169,67.31
2170,67.34
2171,67.37
2172,67.4
2173,67.43
2174,67.46
2175,67.49
2176,67.52
2177,67.56
2178,67.59
2179,67.62
2180,67.65
2181,67.68
2182,67.71
2183,67.74
2184,67.77
2185,67.8
2186,67.83
2187,67.87
2188,67.9
2189,67.93
2190,67.96
2191,67.99
2192,68.02
2193,68.05
2194,68.08
2195,68.11
2196,68.14
2197,68.18
2198,68.21
2199,68.24
2200,68.27
2201,68.3
2202,68.33
2203,68.36
2204,68.39
2205,68.42
2206,68.44
2207,68.46
2208,68.49
2209,68.52
2210,68.55
2211,68.58
2212,68.61
2213,68.64
2214,68.67
2215,68.7
2216,68.73
2217,68.77
2218,68.8
2219,68.83
2220,68.86
2221,68.89
2222,68.92
2223,68.95
2224,68.98
2225,69.01
2226,69.04
2227,69.07
2228,69.1
2229,69.14
2230,69.17
2231,69.2
2232,69.21
2233,69.23
2234,69.26
2235,69.29
2236,69.32
2237,69.35
2238,69.38
2239,69.42
2240,69.45
2241,69.48
2242,69.51
2243,69.54
2244,69.57
2245,69.6
2246,69.63
2247,69.66
2248,69.69
2249,69.73
2250,69.76
2251,69.79
2252,69.82
2253,69.85
2254,69.88
2255,69.91
2256,69.94
2257,69.96
2258,70.0
2259,70.04
2260,70.07
2261,70.1
2262,70.13
2263,70.16
2264,70.19
2265,70.22
2266,70.25
2267,70.28
2268,70.31
2269,70.35
2270,70.38
2271,70.41
2272,70.44
2273,70.47
2274,70.5
2275,70.53
2276,70.56
2277,70.6
2278,70.63
2279,70.66
2280,70.69
2281,70.72
2282,70.75
2283,70.78
2284,70.8
2285,70.84
2286,70.87
2287,70.9
2288,70.94
2289,70.97
2290,71.0
2291,71.03
2292,71.06
2293,71.09
2294,71.12
2295,71.15
2296,71.18
2297,71.21
2298,71.25
2299,71.28
2300,71.31
2301,71.34
2302,71.37
2303,71.4
2304,71.43
2305,71.46
2306,71.49
2307,71.52
2308,71.55
2309,71.59
2310,71.62
2311,71.65
2312,71.68
2313,71.71
2314,71.74
2315,71.77
2316,71.8
2317,71.83
2318,71.86
2319,71.9
2320,71.93
2321,71.96
2322,71.99
2323,72.02
2324,72.05
2325,72.08
2326,72.11
2327,72.14
2328,72.17
2329,72.21
2330,72.24
2331,72.27
2332,72.3
2333,72.33
2334,72.36
2335,72.39
2336,72.42
2337,72.45
2338,72.49
2339,72.52
2340,72.55
2341,72.58
2342,72.61
2343,72.64
2344,72.67
2345,72.7
2346,72.73
2347,72.76
2348,72.8
2349,72.83
2350,72.86
2351,72.89
2352,72.92
2353,72.95
2354,72.98
2355,73.01
2356,73.04
2357,73.07
2358,73.11
2359,73.14
2360,73.17
2361,73.2
2362,73.23
2363,73.26
2364,73.29
2365,73.32
2366,73.35
2367,73.38
2368,73.42
2369,73.45
2370,73.48
2371,73.51
2372,73.54
2373,73.57
2374,73.6
2375,73.63
2376,73.66
2377,73.69
2378,73.73
2379,73.76
2380,73.79
2381,73.82
2382,73.85
2383,73.86
2384,73.91
2385,73.94
2386,73.97
2387,74.0
2388,74.04
2389,74.07
2390,74.1
2391,74.13
2392,74.16
2393,74.19
2394,74.22
2395,74.25
2396,74.28
2397,74.31
2398,74.35
2399,74.38
2400,74.41
2401,74.44
2402,74.47
2403,74.5
2404,74.53
2405,74.56
2406,74.59
2407,74.62
2408,74.65
2409,74.69
2410,74.72
2411,74.75
2412,74.78
2413,74.81
2414,74.84
2415,74.87
2416,74.9
2417,74.93
2418,74.97
2419,75.0
2420,75.03
2421,75.06
2422,75.09
2423,75.12
2424,75.15
2425,75.18
2426,75.21
2427,75.24
2428,75.28
2429,75.31
2430,75.34
2431,75.37
2432,75.4
2433,75.43
2434,75.46
2435,75.49
2436,75.52
2437,75.56
2438,75.59
2439,75.62
2440,75.65
2441,75.68
2442,75.71
2443,75.74
2444,75.77
2445,75.8
2446,75.83
2447,75.86
2448,75.9
2449,75.93
2450,75.96
2451,75.99
2452,76.02
2453,76.05
2454,76.08
2455,76.11
2456,76.14
2457,76.17
2458,76.2
2459,76.24
2460,76.27
2461,76.3
2462,76.33
2463,76.36
2464,76.39
2465,76.42
2466,76.45
2467,76.48
2468,76.52
2469,76.55
2470,76.58
2471,76.61
2472,76.64
2473,76.67
2474,76.7
2475,76.73
2476,76.76
2477,76.79
2478,76.83
2479,76.86
2480,76.89
2481,76.92
2482,76.95
2483,76.98
2484,77.01
2485,77.04
2486,77.07
2487,77.1
2488,77.13
2489,77.17
2490,77.2
2491,77.23
2492,77.26
2493,77.29
2494,77.32
2495,77.35
2496,77.38
2497,77.42
2498,77.45
2499,77.48
2500,77.51
2501,77.54
2502,77.57
2503,77.6
2504,77.63
2505,77.66
2506,77.69
2507,77.72
2508,77.76
2509,77.79
2510,77.82
2511,77.85
2512,77.86
2513,77.88
2514,77.91
2515,77.94
2516,77.97
2517,78.0
2518,78.04
2519,78.07
2520,78.1
2521,78.13
2522,78.16
2523,78.19
2524,78.22
2525,78.25
2526,78.28
2527,78.31
2528,78.34
2529,78.38
2530,78.41
2531,78.44
2532,78.47
2533,78.5
2534,78.53
2535,78.56
2536,78.59
2537,78.62
2538,78.65
2539,78.67
2540,78.69
2541,78.72
2542,78.75
2543,78.78
2544,78.81
2545,78.84
2546,78.87
2547,78.9
2548,78.93
2549,78.96
2550,79.0
2551,79.03
2552,79.06
2553,79.09
2554,79.12
2555,79.15
2556,79.18
2557,79.21
2558,79.24
2559,79.27
2560,79.31
2561,79.34
2562,79.37
2563,79.4
2564,79.43
2565,79.46
2566,79.49
2567,79.52
2568,79.55
2569,79.59
2570,79.62
2571,79.65
2572,79.68
2573,79.71
2574,79.74
2575,79.77
2576,79.8
2577,79.83
2578,79.86
2579,79.9
2580,79.93
2581,79.96
2582,79.99
2583,80.02
2584,80.05
2585,80.08
2586,80.11
2587,80.14
2588,80.17
2589,80.21
2590,80.24
2591,80.25
2592,80.27
2593,80.3
2594,80.33
2595,80.36
2596,80.39
2597,80.42
2598,80.45
2599,80.49
2600,80.52
2601,80.55
2602,80.58
2603,80.61
2604,80.64
2605,80.67
2606,80.7
2607,80.73
2608,80.76
2609,80.79
2610,80.83
2611,80.86
2612,80.89
2613,80.92
2614,80.95
2615,80.98
2616,81.01
2617,81.04
2618,81.07
2619,81.1
2620,81.14
2621,81.17
2622,81.2
2623,81.23
2624,81.26
2625,81.29
2626,81.32
2627,81.35
2628,81.38
2629,81.41
2630,81.45
2631,81.48
2632,81.51
2633,81.54
2634,81.57
2635,81.6
2636,81.63
2637,81.66
2638,81.69
2639,81.72
2640,81.75
2641,81.79
2642,81.82
2643,81.85
2644,81.88
2645,81.91
2646,81.94
2647,81.97
2648,82.0
2649,82.03
2650,82.07
2651,82.1
2652,82.13
2653,82.16
2654,82.19
2655,82.22
2656,82.25
2657,82.28
2658,82.31
2659,82.34
2660,82.38
2661,82.41
2662,82.44
2663,82.47
2664,82.5
2665,82.53
2666,82.56
2667,82.58
2668,82.59
2669,82.62
2670,82.65
2671,82.69
2672,82.72
2673,82.75
2674,82.78
2675,82.81
2676,82.84
2677,82.87
2678,82.9
2679,82.93
2680,82.96
2681,83.0
2682,83.03
2683,83.06
2684,83.09
2685,83.12
2686,83.15
2687,83.18
2688,83.21
2689,83.24
2690,83.27
2691,83.31
2692,83.34
2693,83.37
2694,83.4
2695,83.43
2696,83.46
2697,83.49
2698,83.52
2699,83.55
2700,83.58
2701,83.62
2702,83.65
2703,83.68
2704,83.71
2705,83.74
2706,83.77
2707,83.8
2708,83.83
2709,83.86
2710,83.89
2711,83.93
2712,83.96
2713,83.99
2714,84.02
2715,84.05
2716,84.08
2717,84.11
2718,84.14
2719,84.17
2720,84.21
2721,84.24
2722,84.27
2723,84.3
2724,84.33
2725,84.36
2726,84.39
2727,84.42
2728,84.45
2729,84.48
2730,84.51
2731,84.55
2732,84.58
2733,84.61
2734,84.64
2735,84.67
2736,84.7
2737,84.73
2738,84.76
2739,84.79
2740,84.82
2741,84.86
2742,84.89
2743,84.92
2744,84.95
2745,84.98
2746,85.01
2747,85.04
2748,85.07
2749,85.1
2750,85.13
2751,85.17
2752,85.2
2753,85.23
2754,85.26
2755,85.29
2756,85.32
2757,85.35
2758,85.38
2759,85.41
2760,85.45
2761,85.48
2762,85.51
2763,85.54
2764,85.57
2765,85.58
2766,85.63
2767,85.66
2768,85.69
2769,85.72
2770,85.76
2771,85.79
2772,85.82
2773,85.85
2774,85.88
2775,85.91
2776,85.94
2777,85.97
2778,86.0
2779,86.03
2780,86.06
2781,86.1
2782,86.13
2783,86.16
2784,86.19
2785,86.22
2786,86.25
2787,86.28
2788,86.31
2789,86.34
2790,86.37
2791,86.41
2792,86.44
2793,86.47
2794,86.5
2795,86.53
2796,86.56
2797,86.59
2798,86.62
2799,86.65
