Timestamp,Z Position
1.060011625289917,0.0
1.110919713973999,-2.826743796813247e-07
1.1616392135620117,-2.990481694220559e-06
1.2124438285827637,-2.8604325161274424e-06
1.2632348537445068,-2.9920077145306756e-06
1.3141016960144043,-4.5337544669066254e-06
1.3648672103881836,-3.5888666727323937e-06
1.415492296218872,-3.089822900259609e-06
1.465773582458496,3.8155729020772355e-08
1.5160996913909912,-1.7853390926747537e-06
1.5666613578796387,-3.133790461518071e-06
1.617521047592163,-1.9789088492316864e-06
1.6683812141418457,-3.996473724954264e-06
1.7192630767822266,-5.182412315951623e-06
1.7701447010040283,-5.090558899023545e-06
1.8210806846618652,-4.168447766572658e-06
1.8718740940093994,1.0441586038578698e-06
1.9227519035339355,-2.7696415743072578e-06
1.973745346069336,-4.130814091285462e-06
2.024406909942627,-4.9507514850444245e-06
2.0754969120025635,-1.8016491660777234e-06
2.128316879272461,-2.988724379870966e-06
2.1792092323303223,-1.6359037001700827e-06
2.2300260066986084,-2.5223102136373576e-06
2.2832584381103516,-5.6723034631001035e-06
2.334167242050171,-3.1353369696618394e-06
2.3850255012512207,-4.420874206767511e-06
2.4358537197113037,-4.16402304576069e-06
2.486696481704712,-3.485637736611036e-06
2.537501335144043,-2.406258172549247e-06
2.5883560180664062,-2.29049611261134e-06
2.6392037868499756,-1.6363454099499464e-06
2.6899707317352295,-2.3214935521154167e-06
2.7407541275024414,-3.1763040858057145e-06
2.7914955615997314,-3.103105904678216e-06
2.8428289890289307,-1.2492950708931083e-06
2.8935792446136475,-4.245746506148507e-06
2.9442715644836426,-2.7439429796660697e-06
2.9965951442718506,-1.450048393358827e-06
3.0474021434783936,-1.4213509509919398e-06
3.098280668258667,-2.885061579360748e-06
3.151370048522949,-4.6700890533601935e-06
3.202207565307617,-4.266330010604946e-06
3.2530293464660645,-1.608604782710188e-06
3.3038175106048584,-6.331371473211611e-07
3.3568549156188965,-5.548645051756118e-07
3.407776117324829,-3.862144086430597e-06
3.4586079120635986,-4.9653457359633e-06
3.513317823410034,-3.9816294444827705e-07
3.564232587814331,-2.5258258130600453e-06
3.6172428131103516,-2.1662421453849667e-06
3.667975664138794,-3.012394429346976e-06
3.718773126602173,-2.430941340725301e-06
3.7714319229125977,-4.0251552910208765e-06
3.822286605834961,-3.147992535701416e-06
3.8731472492218018,-2.2781437907792856e-06
3.9274139404296875,-3.1887083503656655e-06
3.978318452835083,-3.1490245038789944e-06
4.029115915298462,-2.197919491020439e-06
4.082388162612915,-2.533703462537229e-06
4.133176565170288,-6.052630411368387e-06
4.183937072753906,-3.974982307530794e-06
4.236882209777832,-1.8371019527285704e-06
4.287691116333008,-3.1750917600104067e-06
4.3384623527526855,-5.14285064601161e-06
4.392202854156494,-4.928445746343879e-06
4.443158388137817,-3.1037114221477147e-06
4.494321584701538,-4.7422596262114425e-06
4.545333385467529,-5.242615111311633e-06
4.596092700958252,-1.0502726111583094e-06
4.646901607513428,-3.8827117112005816e-06
4.697691202163696,-1.1053683653949875e-06
4.7484519481658936,-3.9936285456398934e-06
4.799245119094849,-4.079742400409092e-06
4.850041627883911,-1.7867501440615996e-06
4.900843381881714,-3.3291018951553397e-06
4.951666355133057,-2.2404577018630967e-06
5.0024449825286865,-2.3900319111036517e-06
5.053441524505615,-4.953624155035197e-06
5.105029582977295,-1.9081651023156176e-06
5.155792951583862,-2.305897411292168e-06
5.2065324783325195,-2.601701754645358e-06
5.260338306427002,-4.1111922311487525e-06
5.311379671096802,-3.441006843796224e-06
5.362318515777588,-2.9630861628771044e-06
5.414627313613892,-3.8484436862828986e-06
5.4653284549713135,2.7210681036171636e-07
5.515983819961548,-5.916069551914482e-06
5.5666890144348145,-3.6809322880304585e-06
5.617368698120117,-5.713353752045958e-06
5.66764497756958,-1.7297401377347477e-06
5.718045949935913,-3.708104672317525e-06
5.768803119659424,-4.6587106899975694e-07
5.819576263427734,-2.3178195882600505e-06
5.870577812194824,-2.075747468743838e-06
5.921508312225342,-3.0167808868220014e-06
5.97298789024353,-2.0828014546947493e-06
6.0237877368927,-4.026384656519166e-06
6.074671268463135,-1.2353255912644912e-06
6.127871990203857,-1.3305012248610026e-06
6.178938388824463,-2.6818805769490695e-06
6.230251312255859,-1.9079433670188273e-06
6.282604455947876,-1.2884162942650157e-06
6.3334736824035645,-2.4918669738749344e-08
6.384344816207886,-6.94169714487991e-08
6.435081958770752,-2.5134600603049506e-06
6.48591423034668,-1.3398218927651584e-06
6.536695957183838,-4.856424662469383e-06
6.587499380111694,-2.5474941683922836e-07
6.638258695602417,-5.457764800820275e-06
6.689000844955444,-4.830975999681186e-06
6.739835023880005,-3.8628520438455105e-06
6.790654420852661,-5.100200288765677e-06
6.841464042663574,-3.0432102084421153e-06
6.892232894897461,-3.419338291232865e-06
6.9431986808776855,-1.0626823349624281e-06
6.995858907699585,5.09038255824823e-07
7.046862363815308,-4.836074646852317e-07
7.097912311553955,-5.232434005797426e-06
7.15081787109375,-2.733769108809181e-06
7.201870918273926,-1.3125424765392246e-06
7.252993822097778,-4.029099998636987e-06
7.307738780975342,-3.1118570080201913e-06
7.358842849731445,-3.8109918958362243e-06
7.409970283508301,-1.521241538293694e-08
7.4622642993927,-1.7245962036227525e-06
7.513238191604614,-2.5629045747876944e-06
7.564138174057007,-3.155550491740211e-06
7.616435766220093,-2.7688427169936247e-06
7.667455434799194,-1.1623009538164197e-06
7.718470811843872,-2.196810275245653e-06
7.771038770675659,-2.802704077653484e-06
7.822064161300659,-3.2146258305831843e-06
7.873050928115845,-9.830997306226053e-07
7.927035331726074,-2.371784816823652e-06
7.978300094604492,-1.7160219802359045e-06
8.029240846633911,-2.2728600547750055e-06
8.081926584243774,-2.2984920787227914e-06
8.13292384147644,-3.15999643324405e-06
8.183897256851196,-3.912297878161386e-06
8.236012935638428,-1.5079562499797916e-06
8.28707766532898,-2.215525390591999e-06
8.338413715362549,-3.5338433350129428e-06
8.392313957214355,-1.0823052156161417e-06
8.443365812301636,-2.2918019393913802e-06
