Fx,Fy,Fz
-0.02854385375976598,0.02779541015625142,0.19127502441406818
-0.00448074340820348,0.12223205566406392,0.10713806152344318
-0.01345291137695348,0.08579406738281392,0.21166076660156818
-0.01034011840820348,-0.002630615234373579,0.15038146972656818
-0.00795974731445348,0.07225952148437642,0.10745849609375568
0.04761276245117152,0.10836181640625142,0.14765014648438068
0.01833114624023402,0.02514038085937642,0.17030944824219318
0.01801071166992152,0.08284912109375142,0.16876831054688068
0.04228744506835902,0.002282714843751421,0.19040527343750568
-0.06957473754882848,0.02823791503906392,0.10909118652344318
0.09116134643554652,0.08402404785156392,0.14748229980469318
0.03218612670898402,0.08249816894531392,0.19051208496094318
0.07019577026367152,0.11995849609375142,0.16844787597656818
0.00807723999023402,0.07439575195312642,0.08713378906250568
0.03221664428710902,0.05721435546875142,0.10773315429688068
0.03391036987304652,0.07930908203125142,0.14794006347656818
-0.7045845031738285,0.6535430908203139,0.11109008789063068
-0.27974166870117223,0.8112731933593764,-0.20986328124999432
-0.5950492858886722,0.9970642089843764,-0.5517669677734318
-0.02491989135742223,0.3240905761718764,-0.4756103515624943
0.45901260375976527,-0.3687194824218736,-0.14321289062499432
0.8406196594238278,-0.4746459960937486,0.3077453613281307
0.9064918518066403,-0.8171600341796861,0.4086975097656307
0.45582351684570277,-0.3055786132812486,0.3152984619140682
-1.121744537353516,2.1718383789062514,-0.021310424804681816
-0.30165328979492223,0.9151855468750014,-0.3471923828124943
-0.05682601928710973,0.11451110839843892,-0.20832214355468182
-0.18782272338867223,0.3967987060546889,-0.2647949218749943
0.09171066284179652,-0.007299804687498579,-0.2615905761718693
0.12943038940429652,0.02912292480468892,-0.22651062011718182
-0.06717910766601598,0.14266357421875142,-0.24028930664061932
0.23821029663085902,-0.17394104003906108,-0.22332153320311932
0.13446578979492152,0.19141540527343892,-0.16280517578124432
0.05387649536132777,0.11632690429687642,-0.2622467041015568
0.20136795043945277,0.02533874511718892,-0.12169799804686932
-0.08323898315429723,0.17324218750000142,-0.24239501953124432
0.19350967407226527,0.10968933105468892,-0.18427429199218182
0.13446578979492152,-0.007528686523436079,-0.20388183593749432
0.07594833374023402,0.23526916503906392,-0.22370300292968182
0.19604263305664027,0.05738220214843892,-0.18346557617186932
-0.04535140991210973,0.3010650634765639,-0.16242370605468182
0.07722244262695277,0.01711425781250142,-0.22162780761718182
0.09248886108398402,0.03330383300781392,-0.14170227050780682
0.03770980834960902,0.23018798828125142,-0.2859283447265568
0.18113479614257777,0.002343750000001421,-0.2661834716796818
-0.08973922729492223,0.15268859863281392,-0.2837463378906193
0.12296066284179652,0.06466064453125142,-0.20238647460936932
0.03342971801757777,0.10085449218750142,-0.20273742675780682
0.07600936889648402,0.17891845703125142,-0.2861724853515568
0.20321426391601527,0.09967956542968892,-0.20490417480468182
0.20216140747070277,0.07091674804687642,-0.24714050292968182
0.07454452514648402,0.16240844726562642,-0.24459228515624432
0.00727615356445277,0.17620239257812642,-0.24515686035155682
-0.00558700561523473,0.18836364746093892,-0.24402770996093182
0.10491714477539027,0.09806213378906392,-0.22380981445311932
0.18209609985351527,0.04522094726562642,-0.16385803222655682
-0.01196517944335973,0.01644287109375142,-0.11715087890624432
0.12381515502929652,0.07216796875000142,-0.24407348632811932
0.21729812622070277,0.08815917968750142,-0.20586547851561932
0.19612655639648402,0.13930664062500142,-0.16340026855468182
0.19492874145507777,0.11335144042968892,-0.24637756347655682
0.11689529418945277,0.11916503906250142,-0.20415649414061932
0.03930435180664027,0.02779541015625142,-0.22203979492186932
-0.0026878356933597303,0.12223205566406392,-0.16022644042968182
0.13026199340820277,0.10413513183593892,-0.18308410644530682
0.01635513305664027,0.22638854980468892,-0.18293151855468182
0.16149673461914027,0.04732666015625142,-0.20397338867186932
0.06458816528320277,0.08750305175781392,-0.18171081542968182
-0.05046310424804723,0.02837524414062642,-0.24125061035155682
0.08224258422851527,0.10341796875000142,-0.20282897949218182
0.16449508666992152,0.20296630859375142,-0.18438110351561932
0.16564712524414027,0.03011474609375142,-0.22371826171874432
0.07777938842773402,0.14034423828125142,-0.18210754394530682
0.12574539184570277,0.05648193359375142,-0.24527893066405682
0.09983596801757777,0.09940490722656392,-0.20342407226561932
0.08207473754882777,0.21769104003906392,-0.2670684814453068
0.10834274291992152,0.17064819335937642,-0.20418701171874432
0.13549575805664027,0.008355712890626421,-0.18218383789061932
0.01296768188476527,0.10015258789062642,-0.20215759277343182
0.08720169067382777,0.20087585449218892,-0.18380126953124432
0.17654190063476527,0.14081726074218892,-0.14318237304686932
0.06789932250976527,0.13178405761718892,-0.18255004882811932
0.08981094360351527,0.06530151367187642,-0.16143188476561932
0.08369216918945277,0.04911193847656392,-0.16059265136718182
0.08918533325195277,0.03551635742187642,-0.2648254394531193
0.02706680297851527,0.11971435546875142,-0.22335205078124432
0.17682418823242152,0.07024536132812642,-0.16214904785155682
0.05730972290039027,0.01696166992187642,-0.18068847656249432
0.06896743774414027,0.12682495117187642,-0.18288574218749432
0.03326187133789027,-0.04205932617187358,-0.22083435058593182
-0.06466140747070348,0.3276916503906264,-0.2649932861328068
-0.00487747192382848,0.3798767089843764,-0.6441741943359318
-0.00873031616210973,0.15413818359375142,-0.18189392089843182
0.684896087646484,-0.8480133056640611,-0.008126831054681816
0.489492034912109,-0.5184692382812486,0.11383666992188068
0.492910003662109,-0.3679870605468736,0.17320861816406818
0.34386978149414027,-0.21121826171874858,0.17471923828125568
1.0996833801269528,-1.1102966308593736,0.09262695312500568
0.43070755004882777,-0.5194305419921861,0.21567382812500568
0.04118118286132777,-0.001181030273436079,0.059225463867193184
0.49577102661132777,-0.5337738037109361,-0.09949645996093182
0.16642532348632777,-0.11308898925781108,-0.09403381347655682
-0.11546554565429723,0.21708068847656392,0.08493652343750568
-0.6037620544433597,0.9152770996093764,-0.23494873046874432
-0.28314437866210973,0.7096801757812514,-0.4400573730468693
-0.14197769165039098,0.3375183105468764,-0.4573760986328068
-0.40188827514648473,0.7178283691406264,-0.3167053222656193
-0.5066474914550785,0.6670776367187514,-0.3131652832031193
-0.41992416381835973,0.6518646240234389,-0.4363647460937443
-0.561746978759766,0.8310638427734389,-0.4133544921874943
-0.03459396362304723,0.08617553710937642,-0.17667541503905682
0.7614265441894528,-0.9754241943359361,0.16066589355469318
-0.08880081176757848,0.09028015136718892,0.14353027343750568
-0.15043106079101598,0.15622863769531392,-0.031686401367181816
-0.02746810913085973,-0.01695861816406108,0.008505249023443184
-0.05493392944335973,0.08028564453125142,-0.014199829101556816
-0.08518447875976598,0.18746337890625142,0.0038665771484431843
-0.08815994262695348,0.14747009277343892,0.046896362304693184
-0.00860824584960973,0.06498107910156392,0.023977661132818184
-0.12864913940429723,-0.02687683105468608,0.048864746093755684
0.04858932495117152,-0.03206481933593608,0.046408081054693184
0.12955245971679652,-0.01779785156249858,-0.018258666992181816
0.01651535034179652,0.09208068847656392,-0.016885375976556816
0.01764450073242152,0.03344116210937642,-0.016809082031244316
0.07382736206054652,0.04317626953125142,-0.016946411132806816
-0.02840652465820348,0.11710510253906392,-0.058557128906244316
0.03760299682617152,0.10697326660156392,0.0025238037109431843
0.01489791870117152,0.14338073730468892,0.0032104492187556843
0.04932174682617152,0.05167541503906392,0.024221801757818184
0.01141891479492152,0.09610900878906392,0.06639709472656818
-0.01352920532226598,0.006982421875001421,0.025656127929693184
-0.05762710571289098,-0.04669799804687358,0.048544311523443184
-0.03335037231445348,-0.03835144042968608,0.026739501953130684
0.01643905639648402,0.010156250000001421,-0.036950683593744316
0.01672897338867152,0.06672058105468892,0.003958129882818184
0.03770980834960902,0.04635009765625142,0.06641235351563068
0.02005538940429652,0.08843383789062642,-0.016824340820306816
0.0027671813964840197,0.08558044433593892,0.0033020019531306843
0.00584945678710902,0.02507934570312642,0.08765258789063068
0.10243759155273402,0.004617309570313921,0.06635131835938068
0.01945266723632777,0.06131896972656392,-0.057351684570306816
-0.04038467407226598,-0.02124633789062358,0.048330688476568184
0.06302413940429652,0.08078918457031392,0.023962402343755684
0.06705245971679652,0.07596740722656392,0.044104003906255684
0.03441390991210902,-0.0006622314453110789,0.004370117187505684
0.03786239624023402,0.07189331054687642,0.023977661132818184
-0.04661026000976598,0.02315673828125142,-0.014733886718744316
0.02118453979492152,0.04532775878906392,0.06662597656250568
0.07881698608398402,-0.01752319335937358,-0.037484741210931816
0.05421218872070277,0.01642761230468892,0.005209350585943184
0.03456649780273402,0.02761230468750142,0.024832153320318184
-0.09935989379882848,-0.02550354003906108,0.028479003906255684
-0.05268325805664098,0.10871276855468892,-0.036782836914056816
0.03632125854492152,0.004556274414063921,0.025183105468755684
0.04636154174804652,0.03864440917968892,-0.016793823242181816
-0.02987136840820348,0.011636352539063921,0.026419067382818184
-0.05448379516601598,0.08353576660156392,0.06659545898438068
-0.01693191528320348,0.09958801269531392,0.004522705078130684
0.13821945190429652,0.08167419433593892,0.0013793945312556843
