Fx,Fy,Fz
3.5134212493896477,0.42720794677734375,1.3158813476562443
3.4703456878662102,0.6085586547851562,1.3757568359374943
3.548920822143554,0.5323257446289062,1.2706085205078068
3.437379074096679,0.48508453369140625,1.2944885253906193
3.526093673706054,0.6139297485351562,1.3110748291015568
3.5864803314208977,0.5329208374023438,1.3122192382812443
3.492982101440429,0.49021148681640625,1.3550048828124943
3.460419845581054,0.49549102783203125,1.3353668212890568
3.5786525726318352,0.5706710815429688,1.3735900878906193
3.5587551116943352,0.5634689331054688,1.2909332275390568
3.407136154174804,0.5396194458007812,1.3555541992187443
3.5680629730224602,0.5603256225585938,1.4154296874999943
2.995850753784179,-0.22455596923828125,0.8094421386718693
2.7312175750732415,0.30696868896484375,0.8842407226562443
3.0078060150146477,0.43888092041015625,1.0316101074218693
3.4767543792724602,1.2445755004882812,1.4354644775390568
4.0074016571044915,1.4416885375976562,1.7810150146484318
4.571320724487304,0.34552764892578125,1.8607879638671818
3.6451045989990227,0.11777496337890625,1.2911926269531193
3.6413509368896477,0.02164459228515625,1.1309448242187443
3.7487880706787102,0.6265335083007812,1.3706298828124943
3.307007980346679,0.7147598266601562,1.2928100585937443
3.5839321136474602,0.35620880126953125,1.3332916259765568
3.4849330902099602,0.5196304321289062,1.3530059814453068
3.423646163940429,0.5163497924804688,1.3152099609374943
3.516877365112304,0.5209732055664062,1.3746734619140568
3.4076473236083977,0.48209381103515625,1.3131652832031193
3.4761821746826165,0.5128555297851562,1.3141723632812443
3.5541011810302727,0.40558624267578125,1.4564910888671818
3.3268825531005852,0.6556472778320312,1.2741180419921818
3.5814449310302727,0.25739288330078125,1.2517944335937443
3.449708175659179,0.7012405395507812,1.2900482177734318
3.502473068237304,0.46309661865234375,1.3141876220703068
3.5371028900146477,0.45214080810546875,1.3939147949218693
3.509858322143554,0.49286651611328125,1.3341156005859318
3.477662277221679,0.6028213500976562,1.3328643798828068
3.4327175140380852,0.5543136596679688,1.3121276855468693
3.4836894989013665,0.5371170043945312,1.3119750976562443
3.5323955535888665,0.36882781982421875,1.3351684570312443
3.5702449798583977,0.45148468017578125,1.3529296874999943
3.488709640502929,0.36763763427734375,1.3777557373046818
3.474488449096679,0.46410369873046875,1.3549743652343693
3.4348918914794915,0.5555038452148438,1.3341308593749943
3.5789272308349602,0.44376373291015625,1.2697845458984318
3.499848556518554,0.6057205200195312,1.4153839111328068
3.5544597625732415,0.46347808837890625,1.3335968017578068
3.5472347259521477,0.44110870361328125,1.3120971679687443
3.530640792846679,0.5119247436523438,1.2711273193359318
3.4738323211669915,0.5822372436523438,1.3335205078124943
3.502106857299804,0.49689483642578125,1.3752685546874943
3.450593185424804,0.39084625244140625,1.3359619140624943
3.458741378784179,0.5242385864257812,1.3131195068359318
3.4857036590576165,0.47895050048828125,1.3337799072265568
3.564271163940429,0.47901153564453125,1.2705627441406193
3.4830715179443352,0.46178436279296875,1.3751770019531193
3.4994060516357415,0.5333328247070312,1.4162994384765568
3.483582687377929,0.5115585327148438,1.3543640136718693
3.420502853393554,0.5218582153320312,1.3137451171874943
3.4515773773193352,0.46204376220703125,1.3551574707031193
3.5451824188232415,0.39745330810546875,1.3131195068359318
3.477723312377929,0.5491714477539062,1.3332458496093693
3.470795822143554,0.45189666748046875,1.3967071533203068
3.573182296752929,0.5053329467773438,1.3730407714843693
3.528229904174804,0.45963287353515625,1.3339630126953068
3.479767990112304,0.49100494384765625,1.3550506591796818
3.3630458831787102,0.5141525268554688,1.3764892578124943
3.5684062957763665,0.5689926147460938,1.3312927246093693
