Timestamp,Z Position
1.0595450401306152,0.0
1.110330581665039,-1.7088361302486366e-05
1.161578893661499,-4.090114048965754e-05
1.212280511856079,-4.7752942075540705e-05
1.2630212306976318,-5.334623521813242e-05
1.3164803981781006,-5.704217875662776e-05
1.3676636219024658,-6.485581262627438e-05
1.4186828136444092,-7.908677116769125e-05
1.471182107925415,-9.384902172543397e-05
1.5222358703613281,-0.00011706608248629458
1.5732827186584473,-8.568641920914111e-05
1.6260855197906494,-5.6500054268715516e-05
1.6771135330200195,-3.6085166530197554e-05
1.7280173301696777,-1.1269328231366949e-05
1.7806735038757324,1.7341729123210303e-05
1.8317105770111084,4.281158407110075e-05
1.882765769958496,6.643878666307002e-05
1.9365198612213135,8.483793707669829e-05
1.987513780593872,0.0001011607354876598
2.039193868637085,0.00011059826879483703
2.092477560043335,0.00010742845180133909
2.1435017585754395,7.959565250603706e-05
2.194206953048706,4.042919035951442e-05
2.246279716491699,-3.8126904489121927e-07
2.2970738410949707,-6.488263895354507e-05
2.347886323928833,-0.000131048000311218
2.3995954990386963,-0.00019002958315117446
2.4517412185668945,-0.00024149190025352096
2.502486228942871,-0.0003271953953105089
2.555922508239746,-0.00044290360990001387
2.606663465499878,-0.0005735434222494673
2.6574463844299316,-0.0006836216303194309
2.7083282470703125,-0.0008363235426385174
2.7591614723205566,-0.0010058758702616855
2.809889554977417,-0.0011649771827204614
2.860603094100952,-0.001302800419225203
2.911285638809204,-0.001458441916049713
2.962117910385132,-0.001664244923217928
3.012925863265991,-0.001877051995506862
3.063833713531494,-0.0020796505829909218
3.114666700363159,-0.0023043176593703363
3.165482997894287,-0.0025120038408409373
3.216334819793701,-0.0027326639874269976
3.2691736221313477,-0.003007765979798238
3.319920063018799,-0.0033030135819073214
3.3707222938537598,-0.003612828031241855
3.4237027168273926,-0.003906155171308323
3.474459171295166,-0.004176378868609554
3.52522873878479,-0.004505265889848897
3.5759267807006836,-0.004829618222146725
3.626645803451538,-0.005167081484692693
3.6774277687072754,-0.00545367915277134
3.728087902069092,-0.005745906015904023
3.7787458896636963,-0.006081991057223068
3.829479455947876,-0.006405670990562717
3.880115509033203,-0.006732194632717847
3.930908441543579,-0.0070227200628359965
3.9822165966033936,-0.007372391766058639
4.032929420471191,-0.007761872323669983
4.083654403686523,-0.008133203372753806
4.137256860733032,-0.008455328757410507
4.188133239746094,-0.0088550326867195
4.238930702209473,-0.009203268848895552
4.289714097976685,-0.009563224599684617
4.34044623374939,-0.009866169633228283
4.391108512878418,-0.010186088212941424
4.441910028457642,-0.01052235814753949
4.492712497711182,-0.010858144866118802
4.543460130691528,-0.01117569350761538
4.594218730926514,-0.011476990168276635
4.644817352294922,-0.011856098051033048
4.695604562759399,-0.012242813747582293
4.74656867980957,-0.012622517618598228
4.797368288040161,-0.012948030258006837
4.851182699203491,-0.013280920474032065
4.9018425941467285,-0.013638391869718214
4.952118396759033,-0.013995102887235267
5.003579616546631,-0.014306699297294001
5.05432391166687,-0.014625726468319
5.105061054229736,-0.014971795240757979
5.1559364795684814,-0.015313368992700194
5.206772327423096,-0.015620502476205333
5.257657527923584,-0.015911486749752735
5.308425426483154,-0.016280565519183
5.359201669692993,-0.016651255536800802
5.4102394580841064,-0.017102449424563293
5.460916519165039,-0.017422277230905503
5.511605739593506,-0.01777663569884258
5.562474489212036,-0.018114621715156376
5.6130735874176025,-0.01847386773726517
5.66393780708313,-0.018781583720345718
5.7146453857421875,-0.01910368843738508
5.765519380569458,-0.01946000715010293
5.8164026737213135,-0.01980979951838846
5.867310047149658,-0.020127321814848276
5.918194770812988,-0.020440818179315534
5.968801021575928,-0.020828100299561725
6.019397974014282,-0.021225627662719293
6.07007908821106,-0.021592298231719598
6.122114419937134,-0.021915465034027526
6.172910451889038,-0.022274082452940713
6.223731279373169,-0.02264069857202422
6.277061462402344,-0.022999627288788904
6.327848672866821,-0.023302827140138982
6.378625869750977,-0.023645828676789382
6.4315197467803955,-0.023993164873571726
6.4824159145355225,-0.02434290283126589
