Timestamp,Tx,Ty,Tz,Torque Magnitude
0.008007049560546875,-0.0013856834173202603,-0.0027284532785415427,-0.0003255660831928131,0.0030774289757435442
0.03947305679321289,0.00017539203166960782,1.7592310905478747e-05,0.0003824327886104706,0.0004211017596502876
0.07051753997802734,0.0020512694120407016,0.0007296293973922952,0.00011342212557793885,0.0021801215188340917
0.10156488418579102,-1.0604262351998628e-05,0.0002505868673324807,-6.256058812140197e-05,0.0002584957555659899
0.13256144523620605,-0.0012378042936325162,-0.002986362576484658,-0.00045855894684790344,0.003265087627506716
0.16353893280029297,0.002646242976188651,0.003370591998100303,-0.00025557532906531066,0.00429287911028396
0.19441533088684082,0.00025034487247466153,-0.003197422623634316,9.441822767269903e-06,0.0032072220280672924
0.225555419921875,-0.0010087138414383023,-0.0014334231615066306,-0.00040956392884253234,0.0017999856070707377
0.241652250289917,0.00038236916065215176,0.0029116958379745705,-0.00017156258225439758,0.0029417023213653116
0.28847765922546387,-0.002159709334373483,-0.0009714275598525779,0.00029342815279961854,0.0023862346896054635
0.3194303512573242,0.0016642266511917025,0.0005476564168930276,-0.00025056853890417785,0.0017698481545571733
0.3505065441131592,0.0023783797025680453,0.0013015955686569436,3.443107008935242e-05,0.0027114620654773236
0.3813600540161133,-0.00013958871364594394,-0.001611402630805947,-0.00018656805157660217,0.0016281618732222993
0.41246771812438965,0.002351319193840018,-0.0004843980073928611,-8.957639336584777e-05,0.0024023670225706726
0.44309043884277344,-0.00043579399585724765,0.0006967276334762795,9.443804621697693e-05,0.0008272027240332103
0.4739701747894287,-0.0019046610593795865,-0.001286378502845742,-0.0005815680325031158,0.0023708067783204446
0.5060672760009766,0.00275216042995452,0.002109596133232139,0.0003114287555217865,0.0034816333447566373
0.5362517833709717,0.00018430292606352872,0.0022335737943649514,0.00015142008662225037,0.002246274138670994
0.5669682025909424,-0.0010196810960769742,-0.0021034389734267966,-0.00037457600235937805,0.0023673851047455396
0.5966517925262451,0.0021282786130905063,-5.834400653836891e-05,-0.00019257321953772277,0.0021377694737554193
0.6284496784210205,0.0017544382810592563,0.0008515805006027444,-0.00040557041764258117,0.001991916261974824
0.660045862197876,-0.0015376454591751187,-0.0005172997713088767,0.00017742261290551453,0.0016320022656504795
0.6906905174255371,-0.0016666597127914518,-0.0004113227128982322,-6.656900048254699e-05,0.001717955879588673
0.7217421531677246,-0.001319701075553903,0.004125604033470176,0.00031741902232171326,0.0043431525883320275
0.7525691986083984,-0.0007847195863723844,-0.002757361531257607,-0.00011657729744909973,0.0028692190069034952
0.7834131717681885,-0.0012928193807602018,0.0033276170492172463,-0.0005365665256976959,0.0036100305835283144
