Fx,Fy,Fz,F_magnitude,Tx,Ty,Tz,T_magnitude
-0.034769001007080025,0.03543621063232383,-0.0038394832611086116,0.049793072678045135,-0.005065097510814687,-0.008668758273124688,0.004002957642078392,0.010808619369568099
-0.1840400123596191,0.08915096282958945,0.08073044776916483,0.21985455537646117,-0.003767087161541005,-0.005693711638450616,0.003769948184490196,0.007798833708844932
-0.04037565231323237,0.06631427764892539,-0.0866780185699465,0.11636518217675673,-0.004904135167598744,-0.007158734202384942,0.0035179695487022322,0.009363446313621439
0.07995992660522466,-0.04114383697509805,0.05760336875915506,0.10679210306080483,-0.00694318026304247,-0.011557705998420709,0.00402095824480056,0.014069698835350461
0.10759740829467779,-0.13811916351318398,-0.04485177040100119,0.1807367890315012,-0.009874179065227529,-0.012321718335151666,0.003990947306156151,0.016286553206357243
0.02954774856567388,-0.13231224060058633,-0.0026345157623293147,0.13559697316440988,-0.008327140510082265,-0.010019637942314141,0.0045419475436210555,0.013797235268658704
-0.024214687347412056,0.0484939193725582,0.01719809532165506,0.05686638534440032,-0.005687131583690663,-0.009585716128349298,0.004487960636615745,0.012015457129020109
-0.028035106658935494,0.02522998809814414,-0.04498099327087424,0.058701015838269935,-0.005403085649013539,-0.008405663371086114,0.004365964829921715,0.010904593533676905
-0.09919733047485346,0.01949268341064414,-0.002250661849975799,0.10111943709617764,-0.005882098376750966,-0.007345773577690118,0.003960951268672935,0.010210220649979528
-0.06836694717407221,0.014680442810058203,-0.0028748416900636897,0.06998442385091627,-0.005350126922130605,-0.00744570076465606,0.0041839471459388655,0.01007808174603265
0.07076841354370123,0.0031009292602535155,-0.025920858383178924,0.07542993448949978,-0.00602610319852831,-0.011008717417716973,0.0036829552054405135,0.013079370703047589
0.15272241592407232,0.024748382568358984,-0.02868842124938986,0.1573519757715728,-0.003996088206768056,-0.013937749266624444,0.0044119498133659285,0.015155687933288302
0.0858555412292481,0.06113201141357383,-0.005527486801147674,0.10554074990056354,-0.005326076447963735,-0.01162467181682586,0.004548965990543358,0.013571778688203678
-0.0727147483825683,-0.024607124328613672,-0.0016879940032961116,0.07678407728050936,-0.007190092504024526,-0.008128680586814874,0.00447496682405471,0.011738748075296656
-0.14747900009155268,0.05657154083251914,0.019391069412231232,0.1591427292499395,-0.0054671308398246965,-0.00627569139003753,0.0046389690041541976,0.009528580978522293
-0.094365062713623,0.0068011856079097655,-0.0013623142242433772,0.0946196442958058,-0.0066240569949150285,-0.006403662562370294,0.0043399623036384505,0.01018431627953435
-0.03898424148559565,0.02170520782470664,-0.04505776405334494,0.06341205904564089,-0.00549204558134081,-0.008931674361228936,0.004156946241855614,0.011279076807090062
0.12368589401245123,-0.06251853942871133,-0.004885663986206268,0.1386745754006291,-0.0072800955176353654,-0.012192704081535333,0.004573970139026634,0.014919216681799692
0.09183412551879888,0.04908519744873008,-0.026793470382690643,0.1075209434181613,-0.005339129865169545,-0.012040771842002862,0.0038439622521400374,0.013720879711745595
0.06637388229370123,-0.013609352111816797,-0.004823675155639862,0.06792624351197889,-0.006504072844982167,-0.01130966126918792,0.003836958706378929,0.013599031351940507
-0.14681428909301752,0.0583816146850582,-0.02284239768981955,0.15963904142578217,-0.00507707804441454,-0.006935753226280206,0.004096969068050377,0.009521898436209769
-0.12380403518676752,-0.0357040786743168,-0.021973600387573455,0.13070982930331196,-0.00717516154050829,-0.007656731009483331,0.004083960354328148,0.011259982462672711
-0.12086481094360346,0.035319862365722265,-0.08530711174011252,0.15209568868119377,-0.004793121516704579,-0.006218739151954644,0.004343955814838402,0.008973108861215178
-0.028610172271728462,0.029079017639159765,-0.024562826156616424,0.047617892152810634,-0.005596115291118642,-0.009466745257377618,0.003969951570034019,0.011691718761071406
0.09068304061889654,0.0457320785522457,-0.06749533653259299,0.12194448457492939,-0.005499168336391469,-0.010262735486030572,0.004255964457988731,0.012396686069908562
0.18070131301879888,-0.00981945037841836,-0.006240835189819549,0.18107549297549527,-0.007078125178813954,-0.013467766642570489,0.003880961835384361,0.015701670584794613
0.06828027725219732,-0.008417549133301172,0.016002664566039826,0.07063382099434846,-0.006669088304042836,-0.012408770918846124,0.004492967426776878,0.01478651719714958
-0.028507175445556587,-0.04715007781982461,-0.04409693717956564,0.07057144435901691,-0.00718809574842455,-0.009461708664894097,0.004485948979854576,0.01270103891804562
0.013013896942138725,-0.013345184326172266,-0.06608914375305197,0.06866753512637315,-0.005865081250667592,-0.010058798193931573,0.005056961476802818,0.01269454444086283
-0.09053129196166987,0.11626201629638633,-0.04543637275695822,0.15419868750044394,-0.0033801040053367815,-0.0077667015790939264,0.004326968491077415,0.009511541033311616
0.006813106536865288,0.06224590301513633,0.03764010429382303,0.07305989538797814,-0.005627139508724233,-0.009049751162528985,0.004192962348461143,0.011451795859600043
-0.010627689361572212,-0.035267295837402735,-0.06409691810607931,0.07392661799072373,-0.007909162938594838,-0.008036740422248834,0.004539965689182274,0.012155465579845256
0.1574640846252442,-0.0387873077392582,-0.06816338539123556,0.1759137296987364,-0.0069441041350364885,-0.013377704024314874,0.004392965734004967,0.015699735511802197
0.19427305221557623,-0.052934112548828516,-0.02719592094421408,0.20318380153076177,-0.006994172036647817,-0.014313794970512383,0.004582970440387718,0.016577297336826634
0.09381395339965826,0.01621204376220664,0.07779265403747537,0.12294545635205592,-0.006257130801677724,-0.012154735922813409,0.004360958039760582,0.014349468500512042
-0.02385229110717768,0.05445056915283164,-0.10743187904357931,0.12278194047563797,-0.0055850884318351945,-0.009509660601615899,0.004487960636615745,0.011906664025878843
-0.09054082870483393,0.027354774475097265,-0.0020413303375246272,0.09460492787740188,-0.006339057385921498,-0.007163740992546075,0.0037899604439735335,0.010289151263208009
-0.12945264816284174,0.020457801818847265,-0.022046556472778533,0.1329005659278362,-0.006221099793911,-0.006184734702110284,0.0041339686512947005,0.009697562724271186
-0.041296901702880806,-0.10680908203125039,-0.0017666721343996272,0.11452831625867133,-0.007911159694194814,-0.00892166078090667,0.004671945273876182,0.012806621390464967
0.059266147613525444,-0.07846588134765664,-0.0032963657379152522,0.09838819449350018,-0.00809703677892687,-0.010869719386100762,0.0045319637656211775,0.014291658395888576
0.006482181549072319,0.01541858673095664,-0.003879060745239471,0.017169700250162307,-0.0059991320967674455,-0.009685673117637628,0.004175960123538963,0.012134269347990473
0.042681751251220756,0.06308418273925742,-0.04683875083923361,0.0894159637980317,-0.004273070991039296,-0.01052669465541839,0.004909961521625511,0.012376516400292885
-0.14518541336059565,-0.11022418975830117,0.08361721992492654,0.20054928503620886,-0.009326173961162587,-0.007082738280296319,0.004059969484806053,0.012394597795757564
-0.05186075210571284,-0.08879703521728555,-0.043091764450073455,0.1114959695942892,-0.008421137034893056,-0.008773662447929376,0.003944947421550743,0.012784964288939308
-0.01597398757934565,-0.07237857818603555,-0.044188966751098846,0.08629305674239886,-0.00759012907743456,-0.009652711749076837,0.004143952429294578,0.012959831991933384
0.03941064834594732,0.03165584564208945,-0.025466432571411346,0.056602393538418096,-0.005535050332546254,-0.009828724265098565,0.0038649728894233626,0.011923867589802198
0.05233388900756841,0.11958080291748008,-0.04734372138977072,0.13885183585418645,-0.00396810382604601,-0.010368682742118829,0.004213958084583275,0.011874884105523663
