Fx,Fy,Fz
2.289745712280274,2.6082725524902344,0.6462936401367188
2.324665451049805,2.597423553466797,0.6262435913085938
2.1574138641357425,2.8243980407714844,0.6051101684570312
2.209247970581055,2.7593650817871094,0.5434036254882812
2.231151962280274,2.730052947998047,0.6251754760742188
2.240703964233399,2.7029685974121094,0.5843734741210938
2.221783065795899,2.593242645263672,0.5849533081054688
2.218670272827149,2.656475067138672,0.5634689331054688
2.204426193237305,2.845745086669922,0.7086105346679688
2.309460067749024,2.498271942138672,0.5648574829101562
2.2145351409912113,2.604625701904297,0.6060104370117188
2.2968715667724613,2.5771141052246094,0.5645828247070312
2.180096054077149,2.6963768005371094,0.5849838256835938
2.136516952514649,2.761516571044922,0.5642623901367188
2.1707500457763675,2.740337371826172,0.6266250610351562
2.219952011108399,2.6726951599121094,0.6470565795898438
2.2668422698974613,2.593822479248047,0.5842208862304688
2.2893642425537113,2.627971649169922,0.6249160766601562
2.27708854675293,2.740764617919922,0.6456375122070312
2.2500576019287113,2.6306419372558594,0.6258773803710938
2.279064559936524,2.7025108337402344,0.6244888305664062
2.250500106811524,2.629528045654297,0.5647201538085938
2.2288249969482425,2.5789146423339844,0.6261978149414062
2.2884487152099613,2.6612510681152344,0.6456985473632812
2.2548259735107425,2.671550750732422,0.6263961791992188
2.2459987640380863,2.6579856872558594,0.6256332397460938
2.247326278686524,2.7379112243652344,0.5830764770507812
2.203838729858399,2.7112998962402344,0.6464462280273438
2.166759872436524,2.640544891357422,0.6477127075195312
2.332806015014649,2.5527610778808594,0.5843887329101562
2.3130840301513675,2.693859100341797,0.6455154418945312
2.3032497406005863,2.6627159118652344,0.6251907348632812
2.1404689788818363,2.6903343200683594,0.6476974487304688
2.298015975952149,2.755809783935547,0.5614395141601562
2.143810653686524,2.7120628356933594,0.6269607543945312
2.1839565277099613,2.7169151306152344,0.5843124389648438
2.2115749359130863,2.7496910095214844,0.6046218872070312
2.3087810516357425,2.756328582763672,0.6238479614257812
2.271313095092774,2.661388397216797,0.6035079956054688
2.302257919311524,2.6140708923339844,0.6259078979492188
2.2705043792724613,2.7765464782714844,0.6443710327148438
2.222912216186524,2.670177459716797,0.6046676635742188
2.2924465179443363,2.6847801208496094,0.5827255249023438
2.198589706420899,2.557323455810547,0.5864944458007812
2.1827053070068363,2.7162132263183594,0.5840988159179688
2.249431991577149,2.6034812927246094,0.5853347778320312
2.3401454925537113,2.7278099060058594,0.6234054565429688
2.205120468139649,2.6867027282714844,0.5638961791992188
2.2114833831787113,2.6678123474121094,0.5845260620117188
2.204487228393555,2.789348602294922,0.6461105346679688
2.1938137054443363,2.7254600524902344,0.5847091674804688
2.299175643920899,2.8016319274902344,0.6014633178710938
2.277202987670899,2.6618614196777344,0.5632400512695312
2.225017929077149,2.6939353942871094,0.6465835571289062
2.270946884155274,2.670879364013672,0.6244583129882812
2.2759975433349613,2.7656822204589844,0.6030197143554688
2.2791103363037113,2.6798973083496094,0.6045761108398438
2.191082382202149,2.626323699951172,0.6060256958007812
2.2940105438232425,2.732250213623047,0.6244430541992188
2.304485702514649,2.6607322692871094,0.5625381469726562
2.297893905639649,2.6992149353027344,0.6241226196289062
2.32817497253418,2.749156951904297,0.6030654907226562
2.0686916351318363,2.7193870544433594,0.5035018920898438
2.32201042175293,2.4764366149902344,0.5086135864257812
2.308124923706055,2.574718475341797,0.46215057373046875
2.8352703094482425,1.9552574157714844,0.7608566284179688
2.3247951507568363,2.2717857360839844,0.8840560913085938
2.0538982391357425,2.7383995056152344,0.9457168579101562
2.8678630828857425,1.9429283142089844,0.9182052612304688
2.9267925262451175,1.8108787536621094,1.0374069213867188
11.55284538269043,-10.430179595947266,2.7184829711914062
11.42210807800293,-13.795780181884766,-1.1764907836914062
10.644230270385743,-16.619083404541016,-10.808280944824219
10.05955924987793,-19.38766860961914,-17.928916931152344
9.531696701049805,-17.88956069946289,-22.31397247314453
8.57799186706543,-16.060733795166016,-22.79492950439453
9.921787643432618,-17.23581314086914,-22.12793731689453
6.6907085418701175,-14.33432388305664,-22.91295623779297
7.303608322143555,-14.611454010009766,-22.509681701660156
9.410053634643555,-17.71518325805664,-23.156394958496094
9.37523307800293,-19.77109146118164,-24.605079650878906
9.203892135620118,-19.77267837524414,-26.417808532714844
8.604084396362305,-19.016300201416016,-27.013877868652344
7.4707683563232425,-17.19302749633789,-26.80370330810547
6.8960613250732425,-15.606754302978516,-25.839759826660156
7.0377239227294925,-15.301395416259766,-24.86699676513672
7.09453239440918,-15.69430923461914,-24.552650451660156
7.2887920379638675,-15.67044448852539,-24.385658264160156
7.0312541961669925,-15.21731948852539,-24.100563049316406
7.0474590301513675,-15.196048736572266,-23.906593322753906
7.096638107299805,-15.082157135009766,-23.758583068847656
7.00066032409668,-14.92190933227539,-23.627647399902344
7.001545333862305,-14.893680572509766,-23.45716094970703
7.0536235809326175,-14.790653228759766,-23.39264678955078
6.9424480438232425,-14.696903228759766,-23.24182891845703
6.8606304168701175,-14.67813491821289,-23.153343200683594
7.0595134735107425,-14.68960952758789,-23.07030487060547
6.9253582000732425,-14.504520416259766,-22.983238220214844
6.94279899597168,-14.46652603149414,-22.85625457763672
6.8934673309326175,-14.464115142822266,-22.852012634277344
6.84618034362793,-14.387088775634766,-22.787818908691406
6.8609050750732425,-14.397220611572266,-22.680397033691406
6.8915142059326175,-14.32468032836914,-22.70008087158203
6.9383281707763675,-14.31076431274414,-22.594993591308594
6.8517498016357425,-14.28024673461914,-22.550025939941406
6.8331951141357425,-14.22909927368164,-22.46550750732422
6.7825054168701175,-14.204715728759766,-22.44152069091797
6.8707317352294925,-14.11441421508789,-22.462730407714844
6.8024639129638675,-14.03256607055664,-22.35730743408203
6.8161357879638675,-14.07150650024414,-22.29212188720703
6.700031661987305,-13.987369537353516,-22.26880645751953
6.85826530456543,-14.039005279541016,-22.26862335205078
6.7904094696044925,-13.966739654541016,-22.184181213378906
6.7794536590576175,-13.936466217041016,-22.14167022705078
6.7321208953857425,-13.92142105102539,-22.11815643310547
6.778889083862305,-13.918521881103516,-22.116981506347656
6.7528728485107425,-13.943607330322266,-22.032020568847656
6.8000225067138675,-13.919315338134766,-21.99083709716797
6.7531780242919925,-13.743045806884766,-22.011634826660156
6.71245231628418,-13.81747817993164,-22.008827209472656
6.6794475555419925,-13.761783599853516,-21.841346740722656
6.7442363739013675,-13.70608901977539,-21.925025939941406
6.733051681518555,-13.760807037353516,-21.84027862548828
6.770405197143555,-13.72952651977539,-21.88085174560547
6.81639518737793,-13.743961334228516,-21.75611114501953
6.76500358581543,-13.717166900634766,-21.816200256347656
6.8145488739013675,-13.615299224853516,-21.755088806152344
6.708942794799805,-13.653568267822266,-21.730430603027344
6.8266033172607425,-13.67636489868164,-21.648887634277344
6.7221111297607425,-13.58688735961914,-21.667701721191406
6.6385845184326175,-13.56174087524414,-21.624366760253906
6.640766525268555,-13.56052017211914,-21.60236358642578
6.663959884643555,-13.51608657836914,-21.64411163330078
6.6573833465576175,-13.58639907836914,-21.496177673339844
6.60734977722168,-13.53335952758789,-21.59850311279297
6.667499923706055,-13.563724517822266,-21.535438537597656
6.7600444793701175,-13.48508071899414,-21.51691436767578
6.6384014129638675,-13.52560806274414,-21.471946716308594
6.7029155731201175,-13.55484390258789,-21.513343811035156
6.64262809753418,-13.500675201416016,-21.40802764892578
6.7396282196044925,-13.586002349853516,-21.470191955566406
6.6805461883544925,-13.45499038696289,-21.345130920410156
6.546589279174805,-13.365543365478516,-21.38524627685547
6.623981857299805,-13.411380767822266,-21.488563537597656
6.714191818237305,-13.44565200805664,-21.343360900878906
6.5411724090576175,-13.36612319946289,-21.341163635253906
6.6447795867919925,-13.255619049072266,-21.30213165283203
6.668903732299805,-13.34622573852539,-21.34178924560547
6.67430534362793,-13.300785064697266,-21.320655822753906
6.5811809539794925,-13.319217681884766,-21.25627899169922
6.686054611206055,-13.23337173461914,-21.29979705810547
6.6279338836669925,-13.31631851196289,-21.25511932373047
6.5372051239013675,-13.282474517822266,-21.253517150878906
6.6225627899169925,-13.26871109008789,-21.233497619628906
6.663654708862305,-13.291690826416016,-21.17119598388672
6.63298454284668,-13.227542877197266,-21.17040252685547
6.58751335144043,-13.20572280883789,-21.128211975097656
5.317707443237305,-9.993854522705078,-20.798179626464844
5.961506271362305,-9.290637969970703,-18.111061096191406
6.5623516082763675,-10.643939971923828,-16.856529235839844
6.686725997924805,-11.041675567626953,-16.99486541748047
6.455768966674805,-10.59524917602539,-16.90496063232422
